sentences	gold	predict	probability
('”这句话差点没把欣然噎死。', '”这句话差点把欣然噎死。')	1	1	[4.5804205e-05, 0.9999542]
('我曾经遇难，被救上一个木筏，我一下就吃得太多了差点没有撑死。', '我曾经遇难，被救上一个木筏，我一下就吃得太多了差点撑死。')	1	1	[6.28817e-05, 0.99993706]
('春雨把手机放在头边，贪婪地深呼吸了几下：刚才躲在被窝里看手机，差点没把自己给闷死。', '春雨把手机放在头边，贪婪地深呼吸了几下：刚才躲在被窝里看手机，差点把自己给闷死。')	1	1	[4.541675e-05, 0.9999546]
('他差一点没淹死。', '他差一点淹死。')	1	1	[5.995244e-05, 0.99994004]
('这滋味可不大好受，因为她连拖带拉地紧紧勾住菲利普，差点儿没把他憋死。', '这滋味可不大好受，因为她连拖带拉地紧紧勾住菲利普，差点儿把他憋死。')	1	1	[4.7418238e-05, 0.99995255]
('小鬼头差点没把房子烧了。', '小鬼头差点把房子烧了。')	1	1	[4.902571e-05, 0.999951]
('从童年开始关于过年的故事在我眼前浮现：那平日让我牵肠挂肚，终日在黄土地上耕作的父母、亲戚、朋友……真想不到背着银幕过年，说不清楚的感觉差点儿没让我流下泪来。', '从童年开始关于过年的故事在我眼前浮现：那平日让我牵肠挂肚，终日在黄土地上耕作的父母、亲戚、朋友……真想不到背着银幕过年，说不清楚的感觉差点儿让我流下泪来。')	1	1	[4.957322e-05, 0.9999504]
('」他大笑，「其中有一个太太，我上个礼拜坐她的车，结果她把车开到相反的车道上，差点没把我给吓死。', '」他大笑，「其中有一个太太，我上个礼拜坐她的车，结果她把车开到相反的车道上，差点把我给吓死。')	1	1	[4.704615e-05, 0.9999529]
('”“我最恨的就是把我的头接到游泳池里，”贝达克小姐咕哝着说，“有一回在新泽西州他们差一点没把我淹死。', '”“我最恨的就是把我的头接到游泳池里，”贝达克小姐咕哝着说，“有一回在新泽西州他们差一点把我淹死。')	1	1	[4.7835634e-05, 0.9999522]
('佩佳差点没死掉。', '佩佳差点死掉。')	1	1	[5.6130826e-05, 0.99994385]
('这口气差点没把我憋死。', '这口气差点把我憋死。')	1	1	[4.590719e-05, 0.9999541]
('最后决战时刻，中国姑娘绝地反击实现惊天逆转，我们中国记者与全场中国观众一起振臂高呼，大家激动得把记者席的桌子当作响鼓来擂，差点没把桌子敲散。', '最后决战时刻，中国姑娘绝地反击实现惊天逆转，我们中国记者与全场中国观众一起振臂高呼，大家激动得把记者席的桌子当作响鼓来擂，差点把桌子敲散。')	1	1	[5.2774023e-05, 0.9999472]
('除了这个以外，他们还有爱尔兰天主教和西班牙天主教的密切关系（就因为这种关系，爱尔兰国王——威尔士人勃朗尼爵士——虽然差点儿没在伦敦的绞刑架上送了命，莱特林郡却从此并入了英国的版图）。', '除了这个以外，他们还有爱尔兰天主教和西班牙天主教的密切关系（就因为这种关系，爱尔兰国王——威尔士人勃朗尼爵士——虽然差点儿在伦敦的绞刑架上送了命，莱特林郡却从此并入了英国的版图）。')	1	1	[0.00013864129, 0.99986136]
('这等猛烈的马余式尚是初次骑到，如非下盘功夫坚实，差点没被甩下马来，心中一惊，想将马勒住，回问陕客姓名，似听马后远远喝道：“你由它去，不可用力，少时见面再说。', '这等猛烈的马余式尚是初次骑到，如非下盘功夫坚实，差点被甩下马来，心中一惊，想将马勒住，回问陕客姓名，似听马后远远喝道：“你由它去，不可用力，少时见面再说。')	1	1	[7.439224e-05, 0.9999256]
('”“当然记得，那天差点没让阿琴给吓得魂飞魄散。', '”“当然记得，那天差点让阿琴给吓得魂飞魄散。')	1	1	[4.817913e-05, 0.99995184]
('差点没把我吓死！', '差点把我吓死！')	1	1	[4.609608e-05, 0.99995387]
('汽车忽然往左边一闪，马老先生往前一出溜，差点没把小茶壶撒了手；嘴里嘟囔着骂了几句，好在汽车的声音真乱，马威也没听见。', '汽车忽然往左边一闪，马老先生往前一出溜，差点把小茶壶撒了手；嘴里嘟囔着骂了几句，好在汽车的声音真乱，马威也没听见。')	1	1	[4.7885333e-05, 0.9999521]
('”“你差点没把我们整死。', '”“你差点把我们整死。')	1	1	[5.2670654e-05, 0.9999473]
('凑近一看，她差点没被吓傻，那帮子平常被帆帆亲热地叫做“哥哥”的小男生居然要让她脱裤子。', '凑近一看，她差点被吓傻，那帮子平常被帆帆亲热地叫做“哥哥”的小男生居然要让她脱裤子。')	1	1	[5.7899582e-05, 0.99994206]
('差一点没有气哭了。', '差一点气哭了。')	1	1	[5.1502884e-05, 0.9999485]
('”斯佳丽一到沙克利夫家就要了一杯加白兰地的咖啡，差点没把他们的男管家吓坏。', '”斯佳丽一到沙克利夫家就要了一杯加白兰地的咖啡，差点把他们的男管家吓坏。')	1	1	[5.1992658e-05, 0.999948]
('这种伤一般需要休息半年，德国队的诺沃特尼、法国队的皮雷都因为这种伤缺席了世界杯，范尼因此伤差点没能去成曼联。', '这种伤一般需要休息半年，德国队的诺沃特尼、法国队的皮雷都因为这种伤缺席了世界杯，范尼因此伤差点能去成曼联。')	0	0	[0.9995467, 0.00045332138]
('虽然罗伦斯听到阿玛堤宣言要向赫萝求婚时，差点没吓破了胆，但是阿玛堤实现宣言的可能性可说相当低。', '虽然罗伦斯听到阿玛堤宣言要向赫萝求婚时，差点吓破了胆，但是阿玛堤实现宣言的可能性可说相当低。')	1	1	[5.3383294e-05, 0.9999466]
('第一个地方，我看了一眼，差点儿没把我的尿吓出来。', '第一个地方，我看了一眼，差点儿把我的尿吓出来。')	1	1	[4.5365756e-05, 0.9999546]
('”燕青说道：“恐怕不能，她以后连面都不会跟我见了，我听她表明身份之后，一激而吐血晕倒，她差一点没杀了我，最后还是没忍心下手，把我送了出来，最后的一句话是，君身非君，妾身非妾，今宵之后，永从此绝……”田雨龙道：“那只是说说而已。', '”燕青说道：“恐怕不能，她以后连面都不会跟我见了，我听她表明身份之后，一激而吐血晕倒，她差一点杀了我，最后还是没忍心下手，把我送了出来，最后的一句话是，君身非君，妾身非妾，今宵之后，永从此绝……”田雨龙道：“那只是说说而已。')	1	1	[6.220418e-05, 0.9999378]
('为了你，我差点儿没把娜斯塔西娅痛打一顿……可是瞧，他在哪里！', '为了你，我差点儿把娜斯塔西娅痛打一顿……可是瞧，他在哪里！')	1	1	[5.0764047e-05, 0.9999492]
('李子树对面，离板栅不远，立着一棵不十分高的苹果树；眼下果子正好熟了，满满地挂在枝头，枝丫差点儿没给压折。', '李子树对面，离板栅不远，立着一棵不十分高的苹果树；眼下果子正好熟了，满满地挂在枝头，枝丫差点儿给压折。')	1	1	[7.147147e-05, 0.9999285]
('终于她看到了得尔它航空公司的标牌，她冲进门去，差点没把手中的一只鞋给扔了出去，此时是11点37分。', '终于她看到了得尔它航空公司的标牌，她冲进门去，差点把手中的一只鞋给扔了出去，此时是11点37分。')	1	1	[6.797413e-05, 0.99993205]
('却一直拖欠我写的祝婚诗的酬金，今晚差点没下令把我绞死，要是绞死了，我也就讨不了债啦。', '却一直拖欠我写的祝婚诗的酬金，今晚差点下令把我绞死，要是绞死了，我也就讨不了债啦。')	1	1	[7.027283e-05, 0.99992967]
('”有的便立起来掉过脸去，有的便要走出去，差一点没散了台，还是儿童团的班长说话了：“有什么关系呢？', '”有的便立起来掉过脸去，有的便要走出去，差一点散了台，还是儿童团的班长说话了：“有什么关系呢？')	1	1	[0.00011232436, 0.9998877]
('一次会车的时候，麦克曼纽斯差点没被饼噎死———在旁边的那辆车里，一位女士正歪着头，好像在跟邻座的情人热吻。', '一次会车的时候，麦克曼纽斯差点被饼噎死———在旁边的那辆车里，一位女士正歪着头，好像在跟邻座的情人热吻。')	1	1	[4.7033584e-05, 0.9999529]
('河面上浪花四溅，差点没把狗淹死，狗费了老大的劲才游上岸边，这时它的猎物和影子一同消失得无影无踪。', '河面上浪花四溅，差点把狗淹死，狗费了老大的劲才游上岸边，这时它的猎物和影子一同消失得无影无踪。')	1	1	[5.31832e-05, 0.99994683]
('可是我觉得您太奇怪了，您看您的块头并不大呀，可差点没把我的船弄翻。', '可是我觉得您太奇怪了，您看您的块头并不大呀，可差点把我的船弄翻。')	1	1	[5.1222418e-05, 0.99994874]
('“嘿，这不是真的吧!我想我看见飞人乔丹了!”宝尼兔、达菲鸭、猪小弟、西部牛仔、小黄雀等一拥而上，对乔丹作了一番“乐一通”式的身体检查，差点没把他折腾死，最后才说：“我们需要你的帮助!”', '“嘿，这不是真的吧!我想我看见飞人乔丹了!”宝尼兔、达菲鸭、猪小弟、西部牛仔、小黄雀等一拥而上，对乔丹作了一番“乐一通”式的身体检查，差点把他折腾死，最后才说：“我们需要你的帮助!”')	1	1	[4.7860543e-05, 0.9999521]
('我舒舒服服地睡着了，可是不到２０分钟就被冷醒了，我差点没冻死。', '我舒舒服服地睡着了，可是不到２０分钟就被冷醒了，我差点冻死。')	1	1	[6.953259e-05, 0.9999305]
('委姐因经费没着落差点没能参赛，此次苦尽甘来获得亚军，被人称为“灰姑娘”。', '委姐因经费没着落差点能参赛，此次苦尽甘来获得亚军，被人称为“灰姑娘”。')	0	0	[0.9995332, 0.0004668681]
('别看那东西放在那儿一文不抵，听说我要赊帐，差点没把我吃了：“看不出来，你倒算计起我来了！', '别看那东西放在那儿一文不抵，听说我要赊帐，差点把我吃了：“看不出来，你倒算计起我来了！')	1	1	[5.1153398e-05, 0.99994886]
('有一次离开队伍，一个人骑自行车走路，就因为腰里有一把撸子，差一点没被身后的歹人暗算。', '有一次离开队伍，一个人骑自行车走路，就因为腰里有一把撸子，差一点被身后的歹人暗算。')	1	1	[7.691435e-05, 0.9999231]
('他慢慢把我引到深水，我却差一点没喝了水，赶紧退了回来。', '他慢慢把我引到深水，我却差一点喝了水，赶紧退了回来。')	1	1	[9.0610294e-05, 0.9999094]
('但是下葬后的四五天后，路德楼镇的邮递员玛基说在路上又看到了迪姆，她吓得差点没把车开到路边去。', '但是下葬后的四五天后，路德楼镇的邮递员玛基说在路上又看到了迪姆，她吓得差点把车开到路边去。')	1	1	[0.00039781225, 0.99960226]
('”格里戈里怀疑地笑了一下，“昨天巡警纳扎罗夫死后差一点没给我一记耳光。', '”格里戈里怀疑地笑了一下，“昨天巡警纳扎罗夫死后差一点给我一记耳光。')	1	1	[6.0099723e-05, 0.9999399]
('”释迦牟尼越说越激动，一张老脸差点没涨紫了，他吐了口痰，狠喝了几口浓茶，平静下来后又晃晃悠悠地讲起来：“有位同志说了，你到金字塔变黄金这事咋不告诉我们呢？', '”释迦牟尼越说越激动，一张老脸差点涨紫了，他吐了口痰，狠喝了几口浓茶，平静下来后又晃晃悠悠地讲起来：“有位同志说了，你到金字塔变黄金这事咋不告诉我们呢？')	1	1	[5.458704e-05, 0.9999454]
('邯钢职工马秀兰原是“法轮功”痴迷者，为修炼“法轮功”自己差点没断送了性命。', '邯钢职工马秀兰原是“法轮功”痴迷者，为修炼“法轮功”自己差点断送了性命。')	1	1	[6.649815e-05, 0.9999335]
('把西班牙的小孩子们运到阿泰克来了，”卓娅说，“法西斯们差一点没把他们坐着的那艘轮船炸沉了。', '把西班牙的小孩子们运到阿泰克来了，”卓娅说，“法西斯们差一点把他们坐着的那艘轮船炸沉了。')	1	1	[4.9352373e-05, 0.99995065]
('唯一喝水的方法，就是把头放进小河里，让他的头盔里充满水，有两次，他差一点没给淹死。', '唯一喝水的方法，就是把头放进小河里，让他的头盔里充满水，有两次，他差一点给淹死。')	1	1	[5.3244446e-05, 0.9999467]
('野猫对那晚上扰乱了他们的舞会表示歉意，狮子头咧嘴一笑，说：“也怪我，喝多了，没看清你当时是一只猫，差点没伤了你。', '野猫对那晚上扰乱了他们的舞会表示歉意，狮子头咧嘴一笑，说：“也怪我，喝多了，没看清你当时是一只猫，差点伤了你。')	1	1	[7.284406e-05, 0.99992716]
('”伙计吓了一大跳，差点没松手摔了那把大茶壶。', '”伙计吓了一大跳，差点松手摔了那把大茶壶。')	1	1	[5.3587926e-05, 0.99994636]
('当我确定这声回答确确实实是出自我面前这只动物之口时，我差点儿没让自己的脑袋撞到天花板上去！', '当我确定这声回答确确实实是出自我面前这只动物之口时，我差点儿让自己的脑袋撞到天花板上去！')	1	1	[5.019195e-05, 0.9999498]
('余式见那男孩身手虽然矫健，终是幼童，惟恐误伤，先没打算还手；不料幼童来势疾如风雨，手法又灵又快，差一点没被打中，不由有气，怒喝道：“无知顽童，我已认赔，还有何说？', '余式见那男孩身手虽然矫健，终是幼童，惟恐误伤，先没打算还手；不料幼童来势疾如风雨，手法又灵又快，差一点被打中，不由有气，怒喝道：“无知顽童，我已认赔，还有何说？')	1	1	[9.580166e-05, 0.99990416]
('”这一句话，差点没把马林生眼泪说掉下来，只在枕头上连连点头，“可不是，可不是……”“你呢，老马，看着挺混的，可对孩子也是个痴心的——跟我过去一样。', '”这一句话，差点把马林生眼泪说掉下来，只在枕头上连连点头，“可不是，可不是……”“你呢，老马，看着挺混的，可对孩子也是个痴心的——跟我过去一样。')	1	1	[4.4463657e-05, 0.99995553]
('差点儿没把我的五脏六腑胶成一团，他们灌了我半升硝镪水，才把我救活！', '差点儿把我的五脏六腑胶成一团，他们灌了我半升硝镪水，才把我救活！')	1	1	[9.4075454e-05, 0.99990594]
('孔太平差一点没将手中的茶杯笑跌落了。', '孔太平差一点将手中的茶杯笑跌落了。')	1	1	[4.5392368e-05, 0.9999546]
('先恐被你看破，相隔又远，不及往援，心正惶急，顺着崖坡，往下飞跑，不料那些猛兽全被你一人打死，有的吓跑，当时心慌，差一点没被你撞见。', '先恐被你看破，相隔又远，不及往援，心正惶急，顺着崖坡，往下飞跑，不料那些猛兽全被你一人打死，有的吓跑，当时心慌，差一点被你撞见。')	1	1	[0.00013176879, 0.99986815]
('正是因为追求夺目的光彩，也因为我异想天开地要“考验考验”他，有一次我差点没要了他的小命。', '正是因为追求夺目的光彩，也因为我异想天开地要“考验考验”他，有一次我差点要了他的小命。')	1	1	[0.00010874292, 0.9998913]
('上次替秦百年跑了一趟阳城，差一点没有把命丢了，最后才发现老头子借刀杀人，多冤枉，我才收下他一两银子！', '上次替秦百年跑了一趟阳城，差一点把命丢了，最后才发现老头子借刀杀人，多冤枉，我才收下他一两银子！')	1	1	[6.359795e-05, 0.99993634]
('差点儿没给撵出去。', '差点儿给撵出去。')	1	1	[6.232923e-05, 0.99993765]
('就连总经理都差点没穿着衬衣衬裤让公安局的给带走了，这件事还上了电视呢。', '就连总经理都差点穿着衬衣衬裤让公安局的给带走了，这件事还上了电视呢。')	1	1	[0.0059452783, 0.99405473]
('夜总会的屋顶都差点没让你的歌声给鼓起来。', '夜总会的屋顶都差点让你的歌声给鼓起来。')	1	1	[7.130734e-05, 0.9999287]
('飞快地穿越那六块大理石砌的楼梯段，差一点没把一位戴着头饰画着十字的高个子老太太给撞死。', '飞快地穿越那六块大理石砌的楼梯段，差一点把一位戴着头饰画着十字的高个子老太太给撞死。')	1	1	[4.5662942e-05, 0.99995434]
('方天华连忙叫道：“小子，你还不快过来，差点没把大家急死了！', '方天华连忙叫道：“小子，你还不快过来，差点把大家急死了！')	1	1	[4.4057782e-05, 0.9999559]
('差点没把我气死。', '差点把我气死。')	1	1	[4.586478e-05, 0.9999541]
('这时我额上汗如雨注，没多大一会儿工夫，只听得有一条小船到了附近，我们差一点没把一块饼干扔过去。', '这时我额上汗如雨注，没多大一会儿工夫，只听得有一条小船到了附近，我们差一点把一块饼干扔过去。')	1	1	[0.0001026394, 0.99989736]
('有一回她把孩子丢在加莱海滩上自己走掉了，小罗登差点儿没淹死。', '有一回她把孩子丢在加莱海滩上自己走掉了，小罗登差点儿淹死。')	1	1	[6.165002e-05, 0.99993837]
('阿泉也跟文雄说得差点儿没翻了脸！', '阿泉也跟文雄说得差点儿翻了脸！')	1	1	[5.0478466e-05, 0.9999496]
('今天忙碌中的史大夫也没忘瞅上一眼，可是这一瞅差点没让他惊骇地扔掉手中的茶杯。', '今天忙碌中的史大夫也没忘瞅上一眼，可是这一瞅差点让他惊骇地扔掉手中的茶杯。')	1	1	[6.046666e-05, 0.99993956]
('我差点没羞死，骂了一句：“你真坏！', '我差点羞死，骂了一句：“你真坏！')	1	1	[5.256528e-05, 0.9999474]
('奶奶——」少年滚进寝室，差点没把门给撞破，脸上严重扭曲。', '奶奶——」少年滚进寝室，差点把门给撞破，脸上严重扭曲。')	1	1	[4.633111e-05, 0.9999536]
('＂抓住风清扬的手，道：“快去见过大师哥，五弟、七弟把你气跑后，赵鹤那魔子又诈称你落入他们之手，大师哥差点没宰了他俩，言道你若不平安回来，便拿他俩抵命，这一下他俩的小命算是保住了。', '＂抓住风清扬的手，道：“快去见过大师哥，五弟、七弟把你气跑后，赵鹤那魔子又诈称你落入他们之手，大师哥差点宰了他俩，言道你若不平安回来，便拿他俩抵命，这一下他俩的小命算是保住了。')	1	1	[5.638813e-05, 0.9999436]
('余式燕玉一见那蛟带着洪水迎面冲来，惊慌百忙中先不知两镖打中没有，匆匆往侧纵避，如非身法轻灵，一见水到，忙即纵起，将左近树枝攀住援将上去，差一点没被洪水冲倒。', '余式燕玉一见那蛟带着洪水迎面冲来，惊慌百忙中先不知两镖打中没有，匆匆往侧纵避，如非身法轻灵，一见水到，忙即纵起，将左近树枝攀住援将上去，差一点被洪水冲倒。')	1	1	[5.5228036e-05, 0.9999448]
('”（那个人说：“既然没吃就不要紧，真是你老胡家有天福，吉星高照，你家差点没有摊了人命。', '”（那个人说：“既然没吃就不要紧，真是你老胡家有天福，吉星高照，你家差点摊了人命。')	1	1	[5.3455125e-05, 0.9999466]
('”王铁成差点没给气背过去：“斯大林不还得有胡子吗……”可也就暗地里历史可真让人琢磨不透，小脸儿说变就变。', '”王铁成差点给气背过去：“斯大林不还得有胡子吗……”可也就暗地里历史可真让人琢磨不透，小脸儿说变就变。')	1	1	[5.0973318e-05, 0.999949]
('”嘴巴这么说，心里乐死了，“知道你是谁的时候，差点没吓死。', '”嘴巴这么说，心里乐死了，“知道你是谁的时候，差点吓死。')	1	1	[5.540195e-05, 0.99994457]
('”突如其来的声音差点没把人给吓死，春雨紧张地回过头来，才发现是老板严明亮。', '”突如其来的声音差点把人给吓死，春雨紧张地回过头来，才发现是老板严明亮。')	1	1	[4.8606227e-05, 0.99995136]
('进一步调查的结果差点没让演习指挥官瘫掉：参加当天跳伞的25名官兵的降落伞有13具被人割断。', '进一步调查的结果差点让演习指挥官瘫掉：参加当天跳伞的25名官兵的降落伞有13具被人割断。')	1	1	[5.095408e-05, 0.9999491]
('又是要推翻蒋委员长，又是要到东北跟日本人打仗，把学校惹火了，差点没把他下了大牢。', '又是要推翻蒋委员长，又是要到东北跟日本人打仗，把学校惹火了，差点把他下了大牢。')	1	1	[6.637638e-05, 0.9999336]
('这么大的耗子我可是头一回见，当时吓得差点没把口中的泡沫都咽下去，本能的反应就是朝它踢了一脚，离得还挺远，我没有踢到，它也并不太惊，只是一转身钻进湖边草丛去了。', '这么大的耗子我可是头一回见，当时吓得差点把口中的泡沫都咽下去，本能的反应就是朝它踢了一脚，离得还挺远，我没有踢到，它也并不太惊，只是一转身钻进湖边草丛去了。')	1	1	[5.2402916e-05, 0.99994755]
('原来怪物已飞扑过来，幸而二猿看出危机，连啸示警，白猿见势不妙，首先飞纵过来，将余式一把挟起，纵向一旁，就这样，差一点没被利爪抓中。', '原来怪物已飞扑过来，幸而二猿看出危机，连啸示警，白猿见势不妙，首先飞纵过来，将余式一把挟起，纵向一旁，就这样，差一点被利爪抓中。')	1	1	[0.00015881132, 0.9998412]
('玛蒂尔达这一病害得真不轻，照牧师的口气说话，她差点儿没“翘了辫子”。', '玛蒂尔达这一病害得真不轻，照牧师的口气说话，她差点儿“翘了辫子”。')	1	1	[5.3790216e-05, 0.99994624]
('我差点没让水呛着。', '我差点让水呛着。')	1	1	[4.6320114e-05, 0.9999536]
('”张知事自然不会一赌气子上街去看看，于是躺在床上差点没瘾死过去。', '”张知事自然不会一赌气子上街去看看，于是躺在床上差点瘾死过去。')	1	1	[5.4179873e-05, 0.99994576]
('当时，他几乎被拒之门外，差点儿没被林琳赶走。', '当时，他几乎被拒之门外，差点儿被林琳赶走。')	1	1	[0.0002295956, 0.99977046]
('我们差点没给烧死。', '我们差点给烧死。')	1	1	[5.5463588e-05, 0.99994457]
('在一次商业会议上，我的一个同事问了我一个看似简单的问题：“你的妻子是否曾经告诉过你，就在你们家发生雪崩的那天，我妻子差点没和她在去往你们小木屋的那条道上出了事故？', '在一次商业会议上，我的一个同事问了我一个看似简单的问题：“你的妻子是否曾经告诉过你，就在你们家发生雪崩的那天，我妻子差点和她在去往你们小木屋的那条道上出了事故？')	1	1	[0.00029827678, 0.9997017]
('“不是，是玫瑰在抱怨你今天下午差点没把她给闷死了，席大哥，你大概不晓得吧？', '“不是，是玫瑰在抱怨你今天下午差点把她给闷死了，席大哥，你大概不晓得吧？')	1	1	[4.5383622e-05, 0.9999546]
('就在这一刹那，一声沉重可怕的巨响，震动着空气和大地，差点没把她们的耳朵震聋。', '就在这一刹那，一声沉重可怕的巨响，震动着空气和大地，差点把她们的耳朵震聋。')	1	1	[5.082707e-05, 0.9999492]
('“原，下面的情形不必说了，嫉妒之火，差点没把我烧成灰，可是你那一声叫喊，又使我浑忘一切，只记得我们在一起的快乐时光，而且是永还不能忘的。', '“原，下面的情形不必说了，嫉妒之火，差点把我烧成灰，可是你那一声叫喊，又使我浑忘一切，只记得我们在一起的快乐时光，而且是永还不能忘的。')	1	1	[5.4055043e-05, 0.999946]
('我们差点儿没把她辞退。', '我们差点儿把她辞退。')	1	1	[0.00018609069, 0.999814]
('海里戴变得极令人讨厌，我跟他正儿八经地大吵了一顿，差一点没杀了他。', '海里戴变得极令人讨厌，我跟他正儿八经地大吵了一顿，差一点杀了他。')	1	1	[7.058123e-05, 0.9999294]
('被威尔艾米娜追杀的时候还差点没掉下去死掉。', '被威尔艾米娜追杀的时候还差点掉下去死掉。')	1	1	[4.90194e-05, 0.999951]
('……到了楼上房间，我一转身，黑衣人不见了，差点没把我吓死。', '……到了楼上房间，我一转身，黑衣人不见了，差点把我吓死。')	1	1	[4.79633e-05, 0.9999521]
('泰索何夫瞧了一眼，差点没给吓得魂飞魄散。', '泰索何夫瞧了一眼，差点给吓得魂飞魄散。')	1	1	[5.982508e-05, 0.99994016]
('“等一等!”斌又从地上捡起石头向里掷，随着“咚咚咚”的敲击声，“噼噼噗噗”飞出一群蝙蛹，这情景差点没让他俩趺坐地上。', '“等一等!”斌又从地上捡起石头向里掷，随着“咚咚咚”的敲击声，“噼噼噗噗”飞出一群蝙蛹，这情景差点让他俩趺坐地上。')	1	1	[5.3286658e-05, 0.9999467]
('他差点没被包着儿子尸体的包裹绊倒。', '他差点被包着儿子尸体的包裹绊倒。')	1	1	[5.4073753e-05, 0.9999459]
