sentences	gold	predict	probability
('＂岳仲翎大吼，忙吐出一颗荔枝子儿，幸好，差点没被那伙子儿给噎死！', '＂岳仲翎大吼，忙吐出一颗荔枝子儿，幸好，差点被那伙子儿给噎死！', '差点没')	1	1	[2.639764e-05, 0.99997365]
('前两天，泷傲都亲自上门回绝了与我姊姊的亲事，差点没把我爹爹气得半死。', '前两天，泷傲都亲自上门回绝了与我姊姊的亲事，差点把我爹爹气得半死。', '差点没')	1	1	[2.5506215e-05, 0.9999745]
('少平把铺盖卷和饭罐放在地上，对姐夫说：“这铺盖里有些粮食，罢了你交到大灶上……”王满银先顾不得什么，急忙在饭罐上面的碗里抓了一个黑馍，狠狠咬了一口，几乎没嚼就往下吞咽，噎得他脖子一展。', '少平把铺盖卷和饭罐放在地上，对姐夫说：“这铺盖里有些粮食，罢了你交到大灶上……”王满银先顾不得什么，急忙在饭罐上面的碗里抓了一个黑馍，狠狠咬了一口，几乎嚼就往下吞咽，噎得他脖子一展。', '几乎没')	0	0	[0.99569523, 0.004304768]
('”周通好不沮丧的，“告诉我未来在什么地方好不好春分姐？', '”周通好沮丧的，“告诉我未来在什么地方好不好春分姐？', '好不a')	1	1	[3.430017e-05, 0.99996567]
('怪物身上日止却如山泉访直往低洼处流去，感英球知道那怪物已被自己签绊倒所斯，好不高兴，＠不得回身疼痛。', '怪物身上日止却如山泉访直往低洼处流去，感英球知道那怪物已被自己签绊倒所斯，好高兴，＠不得回身疼痛。', '好不a')	1	1	[0.00014112268, 0.99985886]
('”你一句、我一句的问候声即刻传遍整个破旧的社区，大伙七嘴八舌挤成一堆，像探监似的包围整橡木屋，霎时好不热闹。“我……他不是……”胜颖琦不知道该先回答哪个人的问题，每个人都坚持一定要先回答他的，令她左右为难。', '”你一句、我一句的问候声即刻传遍整个破旧的社区，大伙七嘴八舌挤成一堆，像探监似的包围整橡木屋，霎时好热闹。“我……他不是……”胜颖琦不知道该先回答哪个人的问题，每个人都坚持一定要先回答他的，令她左右为难。', '好不a')	1	1	[2.6338997e-05, 0.99997365]
('”“少……爷”赵嬷嬷一把老骨头就差没让人给拆了，“出事了，采幽姑娘她……”“她怎么了？', '”“少……爷”赵嬷嬷一把老骨头就差让人给拆了，“出事了，采幽姑娘她……”“她怎么了？', '就差没')	1	1	[2.4837993e-05, 0.9999752]
('东方朔虽是对看来好不哀怨的适意寄予无限的同情，可是，他还是不愿把手中的铜钱让给她。', '东方朔虽是对看来好哀怨的适意寄予无限的同情，可是，他还是不愿把手中的铜钱让给她。', '好不a')	1	1	[3.8745882e-05, 0.99996126]
('”行者陪笑道：“师父好不聪明。这等半山之中，前不巴村，后不着店，有钱也没买处，教往那里寻斋？', '”行者陪笑道：“师父好聪明。这等半山之中，前不巴村，后不着店，有钱也没买处，教往那里寻斋？', '好不a')	1	1	[0.00024638974, 0.99975365]
('为了帮扶困难职工，这１０年，李贺几乎没休过星期天。', '为了帮扶困难职工，这１０年，李贺几乎休过星期天。', '几乎没')	0	0	[0.99993634, 6.3700965e-05]
('第三个拽着细麻绳，第四个在前边两面推人。[就差没]吆喝“肃静”、“开道”了。几千口子中间留条过道。', '第三个拽着细麻绳，第四个在前边两面推人。[就差没]吆喝“肃静”、“开道”了。几千口子中间留条过道。', '就差没')	1	1	[2.4385878e-05, 0.99997556]
('他刚才干了一场，此刻又听见她丈夫回来，心里好不气愤，因此满面透红，一字不差照着那位夫人的话做去。', '他刚才干了一场，此刻又听见她丈夫回来，心里好气愤，因此满面透红，一字不差照着那位夫人的话做去。', '好不a')	1	1	[2.7532198e-05, 0.99997246]
('"共进晚餐的时候,柏老几乎没空动筷子,谈他的老家河南,谈中国人因落后而受的欺负"', '"共进晚餐的时候,柏老几乎空动筷子,谈他的老家河南,谈中国人因落后而受的欺负"', '几乎没')	0	0	[0.9999368, 6.316525e-05]
('另外，像《读者之声》这样的栏目很好，如5月19日刊登的《小心别烫了孩子》以及《学生应掌握应救术》', '另外，像《读者之声》这样的栏目很好，如5月19日刊登的《小心烫了孩子》以及《学生应掌握应救术》', '小心别')	1	1	[3.0769435e-05, 0.99996924]
('”克林气愤得几乎没注意到理察点头同意。', '”克林气愤得几乎注意到理察点头同意。', '几乎没')	0	0	[0.99993885, 6.113004e-05]
('他看云、看彩霞满天，好不惬意。此刻，时近黄昏，独孤吹云例行的“工作”就是陪黄蝶散步去。', '他看云、看彩霞满天，好惬意。此刻，时近黄昏，独孤吹云例行的“工作”就是陪黄蝶散步去。', '好不a')	1	1	[2.6632088e-05, 0.9999734]
('●走出宿舍楼，迎面吹来一阵微风，暖暖的、柔柔的，令人好不舒畅。莫非是春天来了？', '●走出宿舍楼，迎面吹来一阵微风，暖暖的、柔柔的，令人好舒畅。莫非是春天来了？', '好不a')	1	1	[3.688776e-05, 0.99996316]
('虽说这已是家常便饭，不过可也难受得紧，就差没掉下眼泪。', '虽说这已是家常便饭，不过可也难受得紧，就差掉下眼泪。', '就差没')	1	1	[2.409583e-05, 0.9999759]
('贾潘安好不容易喝下那三大杯“敬茶”，就差没当场“泄洪”。', '贾潘安好不容易喝下那三大杯“敬茶”，就差当场“泄洪”。', '就差没')	1	1	[2.4311112e-05, 0.9999757]
('于观正在马路边儿一个平板车书摊旁翻看着各种“阴阳合璧”、“阴阳裂变”之类的书，双膝突然被人从后用力顶了一下，两腿一弯差点没跪下，勃然大怒举起拳转身四处张望：“孙子……”', '于观正在马路边儿一个平板车书摊旁翻看着各种“阴阳合璧”、“阴阳裂变”之类的书，双膝突然被人从后用力顶了一下，两腿一弯差点跪下，勃然大怒举起拳转身四处张望：“孙子……”', '差点没')	1	1	[2.8046601e-05, 0.999972]
('＂水面上飘过来比尔好不深沉的男低音。', '＂水面上飘过来比尔好深沉的男低音。', '好不a')	1	1	[6.1376835e-05, 0.9999386]
('义卖活动的两天中，喀峙乡村的男女老少，周边乡村和城市的人们熙来攘往，好不热闹。', '义卖活动的两天中，喀峙乡村的男女老少，周边乡村和城市的人们熙来攘往，好热闹。', '好不a')	1	1	[2.6089283e-05, 0.9999739]
('事情发生时，每个人都期待甄平安以死谢罪，哪知过了七年，甄平安仍旧活得好好的，让一群好事者好不失望。', '事情发生时，每个人都期待甄平安以死谢罪，哪知过了七年，甄平安仍旧活得好好的，让一群好事者好失望。', '好不a')	1	1	[2.8887076e-05, 0.99997115]
('四族中，“异族”已被“狂意族”控制，药口福利用机会侵吞了燕万岁的力量，好不威风。余律令的“海霸族”夺得“苍龙城”及“模糊城”，惟是处处受制于“元老堂”的缓慢决策，还有各自为政的“五院”，力量难以集中出击，也就限制了发展空间。', '四族中，“异族”已被“狂意族”控制，药口福利用机会侵吞了燕万岁的力量，好威风。余律令的“海霸族”夺得“苍龙城”及“模糊城”，惟是处处受制于“元老堂”的缓慢决策，还有各自为政的“五院”，力量难以集中出击，也就限制了发展空间。', '好不a')	1	1	[2.6671023e-05, 0.9999733]
('”他告诉杰勒德莫歇旅店，因为旅店经常受到一些流氓恶棍的骚扰，尽管身体能幸免，但灵魂却难免不受伤害。', '”他告诉杰勒德莫歇旅店，因为旅店经常受到一些流氓恶棍的骚扰，尽管身体能幸免，但灵魂却难免受伤害。', '难免不')	1	1	[4.0348074e-05, 0.9999597]
('所以我这两日好不烦心，焦得我了不得。', '所以我这两日好烦心，焦得我了不得。', '好不a')	1	1	[2.7973063e-05, 0.999972]
('在去年那场大雪中，他的车在四惠地铁站一堵就是３个多小时，今天几乎没堵过车。', '在去年那场大雪中，他的车在四惠地铁站一堵就是３个多小时，今天几乎堵过车。', '几乎没')	0	0	[0.99994004, 5.999625e-05]
('但是，商检事业是在几十年计划经济的大环境中不断发展起来的，方方面面与计划经济有着密不可分的联系，人们的思想观念难免不带有计划经济的痕迹。', '但是，商检事业是在几十年计划经济的大环境中不断发展起来的，方方面面与计划经济有着密不可分的联系，人们的思想观念难免带有计划经济的痕迹。', '难免不')	1	1	[4.4022843e-05, 0.999956]
('因此，当我们名正言顺住进这占地面积20平方米的老式套房时，一家3代5口人乐得合不拢嘴，整天你进我出，欢声笑语，日子过得好不红火，好不舒心。', '因此，当我们名正言顺住进这占地面积20平方米的老式套房时，一家3代5口人乐得合不拢嘴，整天你进我出，欢声笑语，日子过得好红火，好不舒心。', '好不a')	1	1	[2.8121269e-05, 0.99997187]
('路晓聪被他摇得头昏脑胀，差点没脑充血。', '路晓聪被他摇得头昏脑胀，差点脑充血。', '差点没')	1	1	[2.6021971e-05, 0.999974]
('灵均只差没顿首叩谢上天降下一位救命神兵，为她解危。', '灵均只差顿首叩谢上天降下一位救命神兵，为她解危。', '只差没')	1	1	[2.4660269e-05, 0.9999753]
('”孙竟成瞪他一眼，“阁下好不粗俗。”振川一直向工作间瞄过去，心不在焉，只是关心如瑛。', '”孙竟成瞪他一眼，“阁下好粗俗。”振川一直向工作间瞄过去，心不在焉，只是关心如瑛。', '好不a')	1	1	[3.114745e-05, 0.9999689]
('鳃、鳞去掉，在鳃下顺着鱼腹部剖开2厘米长左右的小口掏出内脏(小心别弄破苦胆)，用用清水灌洗干净。', '鳃、鳞去掉，在鳃下顺着鱼腹部剖开2厘米长左右的小口掏出内脏(小心弄破苦胆)，用用清水灌洗干净。', '小心别')	1	1	[6.753142e-05, 0.9999324]
('没想到过去这几天来，她不但无法联络上雷德，就连纳克也行踪不明，气得她差点没把电话摔坏，直接杀到罗马去找人。', '没想到过去这几天来，她不但无法联络上雷德，就连纳克也行踪不明，气得她差点把电话摔坏，直接杀到罗马去找人。', '差点没')	1	1	[2.5187968e-05, 0.99997485]
('她说我什么绿林习气，如今不能再叫你兄弟，只能叫什么主公，什么猪啊公的，好不难听！”段逸笑道：“许兄便与小弟仍旧兄弟相称的便是，不必拘礼。', '她说我什么绿林习气，如今不能再叫你兄弟，只能叫什么主公，什么猪啊公的，好难听！”段逸笑道：“许兄便与小弟仍旧兄弟相称的便是，不必拘礼。', '好不a')	1	1	[2.8120518e-05, 0.99997187]
('店内满满的顾客群几乎没让她的激烈反应吓坏，每个人纷纷张望四下的环境，寻找尖叫声的来源与引发的原因。', '店内满满的顾客群几乎让她的激烈反应吓坏，每个人纷纷张望四下的环境，寻找尖叫声的来源与引发的原因。', '几乎没')	1	0	[0.99754375, 0.0024562152]
('正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点没有吓死。', '正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点吓死。', '差点没')	1	1	[2.4041845e-05, 0.9999759]
('刚才她的开口就提到郑艳香，差点没把我骇死。', '刚才她的开口就提到郑艳香，差点把我骇死。', '差点没')	1	1	[2.5343255e-05, 0.9999746]
('难怪大哥会闪电结婚，差点没把远在纽约的她给吓死。', '难怪大哥会闪电结婚，差点把远在纽约的她给吓死。', '差点没')	1	1	[2.5060597e-05, 0.99997497]
('卡拉蒙有很长的一段时间，只是瞪着遗体，几乎没注意到其他等他们下来而正准备上场的斗士。', '卡拉蒙有很长的一段时间，只是瞪着遗体，几乎注意到其他等他们下来而正准备上场的斗士。', '几乎没')	0	0	[0.9999386, 6.144454e-05]
('苏媚不知何时也进了洗手闲，不知何时站立在她身后，不知何时用冷眼瞪着着她……当戴晴不经意望见镜中的投影，差点没被活活吓死，过了好半晌，她都还能感受到自己仍在颤抖。', '苏媚不知何时也进了洗手闲，不知何时站立在她身后，不知何时用冷眼瞪着着她……当戴晴不经意望见镜中的投影，差点被活活吓死，过了好半晌，她都还能感受到自己仍在颤抖。', '差点没')	1	1	[2.4350951e-05, 0.9999757]
('那位先生居高临下口吐几句下葬时念的咒语，好不厉害！然后他建议我也来跟他赌几局。', '那位先生居高临下口吐几句下葬时念的咒语，好厉害！然后他建议我也来跟他赌几局。', '好不a')	1	1	[2.8043312e-05, 0.999972]
('他躺在病床上，回想着自己这大半辈子的奇特经历，他觉得，一切都是命中注定……想当初，王铁成差点没把他家老爷子给活活气死。', '他躺在病床上，回想着自己这大半辈子的奇特经历，他觉得，一切都是命中注定……想当初，王铁成差点把他家老爷子给活活气死。', '差点没')	1	1	[2.7972423e-05, 0.999972]
('４．你不喜欢见我不要紧，只想你不要再在网上消失便可，这两天我等得好不自在。５．１４３４４。', '４．你不喜欢见我不要紧，只想你不要再在网上消失便可，这两天我等得好自在。５．１４３４４。', '好不a')	0	0	[0.99976784, 0.00023212178]
('这一剑含愤出手，情急扑命，剑势如匹练横飞，好不辛辣！桂姑婆若不及时收招，一只左手，势非当场削断不可。', '这一剑含愤出手，情急扑命，剑势如匹练横飞，好辛辣！桂姑婆若不及时收招，一只左手，势非当场削断不可。', '好不a')	1	1	[2.623096e-05, 0.9999738]
('好不恐怖！金三绝腿法厉害，双腿贯注十成功力，直踢在战神肚皮之上，战神中招，口中吐出一团毒气，就连“五术人”中的金三绝也被腐蚀成一团毒水，散爆在地。', '好恐怖！金三绝腿法厉害，双腿贯注十成功力，直踢在战神肚皮之上，战神中招，口中吐出一团毒气，就连“五术人”中的金三绝也被腐蚀成一团毒水，散爆在地。', '好不a')	1	1	[2.5033032e-05, 0.99997497]
('他给她放血，又告诉我只给她乳浆和稀饭吃；而且要小心别让她跳楼，或是跳窗，然后他就走了。', '他给她放血，又告诉我只给她乳浆和稀饭吃；而且要小心让她跳楼，或是跳窗，然后他就走了。', '小心别')	0	1	[0.49387044, 0.50612956]
('你要不快给我回家待着，看我不打断你的腿才怪！', '你要不快给我回家待着，看我打断你的腿才怪！', '看我不')	1	1	[2.4477144e-05, 0.99997556]
('二十七日上午九时许，驻守在泉州湾交叉部的武警福建省后渚港边防工作站内莺莺笑语，好不热闹。', '二十七日上午九时许，驻守在泉州湾交叉部的武警福建省后渚港边防工作站内莺莺笑语，好热闹。', '好不a')	1	1	[2.610805e-05, 0.9999739]
('被赤龙凶狠的厉眼一瞪，柯晓菁吓了一大跳，双腿差点没软下去。', '被赤龙凶狠的厉眼一瞪，柯晓菁吓了一大跳，双腿差点软下去。', '差点没')	1	1	[3.0376506e-05, 0.9999696]
('糊涂涂觉着他说的也使得，便叫有余到东房里从那一盒差一点没有被满喜倒在垃圾里的古董里把四张分单找出来。', '糊涂涂觉着他说的也使得，便叫有余到东房里从那一盒差一点被满喜倒在垃圾里的古董里把四张分单找出来。', '差点没')	1	1	[3.332899e-05, 0.9999666]
('”他怒目瞪她，火炬般的双眸差点没将她烧焦了。', '”他怒目瞪她，火炬般的双眸差点将她烧焦了。', '差点没')	1	1	[2.5040625e-05, 0.99997497]
('青春期吸烟易患乳腺癌目前女中学生吸烟并不罕见，她们在有些场合吞云吐雾，好不潇洒自在。', '青春期吸烟易患乳腺癌目前女中学生吸烟并不罕见，她们在有些场合吞云吐雾，好潇洒自在。', '好不a')	1	1	[2.6995136e-05, 0.99997306]
('”贞阳一把搂住他颈子，高兴得只差没跳起来。', '”贞阳一把搂住他颈子，高兴得只差跳起来。', '只差没')	1	1	[2.3533266e-05, 0.9999765]
('我韩德宝混到今天，不过还是这世上的一棵狗尾巴草。谁看我不顾眼，一脚就能把我踩扁', '我韩德宝混到今天，不过还是这世上的一棵狗尾巴草。谁看我顾眼，一脚就能把我踩扁', '看我不')	0	0	[0.999936, 6.402703e-05]
('班主任找我谈心，要我好好学习，小小年纪，不要胡思乱想，小心别做了资产阶级思想的俘虏。', '班主任找我谈心，要我好好学习，小小年纪，不要胡思乱想，小心做了资产阶级思想的俘虏。', '小心别')	1	1	[3.5779896e-05, 0.99996424]
('当他在莫斯科和普京会谈时，几乎没提导弹防御这一问题。', '当他在莫斯科和普京会谈时，几乎提导弹防御这一问题。', '几乎没')	0	0	[0.9999392, 6.0733644e-05]
('安迪几乎没注意男。', '安迪几乎注意男。', '几乎没')	0	0	[0.99993765, 6.239929e-05]
('但此后小邵几乎没尽赡养义务，刘老汉夫妇无奈之下，于2007年把小邵告上了法庭，要求小邵支付赡养费和医药费。', '但此后小邵几乎尽赡养义务，刘老汉夫妇无奈之下，于2007年把小邵告上了法庭，要求小邵支付赡养费和医药费。', '几乎没')	0	0	[0.9999356, 6.433966e-05]
('一回到家，史慕岩一看见“恍同隔世”的史母——赵馨龄，马上像只八爪章鱼地紧紧黏住赵馨龄，对她撒娇，好不亲密。反观韩若雨，一看到自己火爆的老妈──徐沁玟，仅仅只有一句：“我回来了！', '一回到家，史慕岩一看见“恍同隔世”的史母——赵馨龄，马上像只八爪章鱼地紧紧黏住赵馨龄，对她撒娇，好亲密。反观韩若雨，一看到自己火爆的老妈──徐沁玟，仅仅只有一句：“我回来了！', '好不a')	1	1	[2.6970743e-05, 0.99997306]
('”段香凝差点没惊跳起来，双手忙不迭的松开，一张脸顿觉火辣辣的热“哈哈哈！', '”段香凝差点惊跳起来，双手忙不迭的松开，一张脸顿觉火辣辣的热“哈哈哈！', '差点没')	1	1	[2.3906357e-05, 0.99997604]
('”她细声道，从凯若口中知道他竟然背着她上五楼，她好感动，只差没痛哭流涕。', '”她细声道，从凯若口中知道他竟然背着她上五楼，她好感动，只差痛哭流涕。', '只差没')	1	1	[2.3551358e-05, 0.9999764]
('赫格伦还在说些什么，克莱德几乎没得心思听下去了。', '赫格伦还在说些什么，克莱德几乎得心思听下去了。', '几乎没')	0	0	[0.99993944, 6.0583712e-05]
('笔者曾当面请教一位“圈里人”：“为何那么多计算机专业媒体，几乎没读过一篇批评报道？”', '笔者曾当面请教一位“圈里人”：“为何那么多计算机专业媒体，几乎读过一篇批评报道？”', '几乎没')	0	0	[0.9999379, 6.214797e-05]
('菲力头枕着白蒂的腿，躺在草地上，好不自在。', '菲力头枕着白蒂的腿，躺在草地上，好自在。', '好不a')	1	1	[3.0710333e-05, 0.99996924]
('特拉德尔边切边吃，还要同时开怀大笑，几乎没停下过。', '特拉德尔边切边吃，还要同时开怀大笑，几乎停下过。', '几乎没')	0	0	[0.9999362, 6.381929e-05]
('学诗，学习写作对联过程中，难免不合平仄要求，不足为怪。若举行大的征联活动，出联人、评选者若不懂这些，出了笑话，就不应该了。', '学诗，学习写作对联过程中，难免合平仄要求，不足为怪。若举行大的征联活动，出联人、评选者若不懂这些，出了笑话，就不应该了。', '难免不')	0	0	[0.9988556, 0.0011444517]
('雪怪的掌风过处，顿时，树毁岩崩，威力好不惊人！尹枫纵身入空，躲开这一击，同时口中喝彩道：“好一招六丁开山！', '雪怪的掌风过处，顿时，树毁岩崩，威力好惊人！尹枫纵身入空，躲开这一击，同时口中喝彩道：“好一招六丁开山！', '好不a')	1	1	[2.794984e-05, 0.9999721]
('雷刚伸出手来拉龙宝妮，就被黑鹰一拐肘给避开了，雷刚一拳向黑鹰的左颊挥去，被黑鹰闪了过去，战火立刻引爆了，一时之间拳来脚往的好不热闹。', '雷刚伸出手来拉龙宝妮，就被黑鹰一拐肘给避开了，雷刚一拳向黑鹰的左颊挥去，被黑鹰闪了过去，战火立刻引爆了，一时之间拳来脚往的好热闹。', '好不a')	1	1	[2.5370218e-05, 0.9999746]
('其实细细想想，只要我在蝉城去寻亲访友，我随时都有可能被别人误当坏蛋的可能，现在的大楼越建越高，越来越像个迷宫，我稍不留意就会走错了地方，有一次，我去爸爸的新居就差点儿没有找到他，如果后来不凭借电话让他找我，我根本就无法与他相见。', '其实细细想想，只要我在蝉城去寻亲访友，我随时都有可能被别人误当坏蛋的可能，现在的大楼越建越高，越来越像个迷宫，我稍不留意就会走错了地方，有一次，我去爸爸的新居就差点儿找到他，如果后来不凭借电话让他找我，我根本就无法与他相见。', '差点没')	0	0	[0.9889848, 0.0110151395]
('”瞪着他眼中几乎可以溺死人的温柔，夏芹萱差点没失声大叫。', '”瞪着他眼中几乎可以溺死人的温柔，夏芹萱差点失声大叫。', '差点没')	1	1	[2.6793443e-05, 0.9999732]
('蓝扬善翻身跃起，几度起落，已经到了白石桥道对面的斜坡之下，他站在那里往位卓立，好不威风！', '蓝扬善翻身跃起，几度起落，已经到了白石桥道对面的斜坡之下，他站在那里往位卓立，好威风！', '好不a')	1	1	[2.6246376e-05, 0.9999738]
('使情报局大为震惊的是，反间谍机构派出的小组发现，在作为例行审查一部分的测谎检查中，埃姆斯两次都差点没通过，但测谎结果却被描述为模棱两可，而且得出了对他有利的结论。', '使情报局大为震惊的是，反间谍机构派出的小组发现，在作为例行审查一部分的测谎检查中，埃姆斯两次都差点通过，但测谎结果却被描述为模棱两可，而且得出了对他有利的结论。', '差点没')	0	0	[0.99991155, 8.8416324e-05]
('那如丝的秀发，那散发着的芳香的柔滑肌肤，那充满感情的绝美脸孔，那令人销魂的纵情缠绕，在在使他如痴如狂、情难自禁，只差点没将她用力揉碎。', '那如丝的秀发，那散发着的芳香的柔滑肌肤，那充满感情的绝美脸孔，那令人销魂的纵情缠绕，在在使他如痴如狂、情难自禁，只差点将她用力揉碎。', '差点没')	1	1	[2.4671726e-05, 0.9999753]
('他看我不说话，便接着告诉我说：在我走了以后，她就到她原先住过的女修道院里当了修女，罗马教廷知道她想嫁给一个路德教徒，就禁止我再去见她；他坦率承认这一切都是他和洛尔协商后安排的。', '他看我说话，便接着告诉我说：在我走了以后，她就到她原先住过的女修道院里当了修女，罗马教廷知道她想嫁给一个路德教徒，就禁止我再去见她；他坦率承认这一切都是他和洛尔协商后安排的。', '看我不')	0	0	[0.9999361, 6.388735e-05]
('他这些话分明是意有所指，只差没有指名道姓而已。', '他这些话分明是意有所指，只差指名道姓而已。', '只差没')	1	1	[2.3861807e-05, 0.99997616]
('我好不失望，顿时粗声粗气起来，“又是你，惠尔逊大人，你又来作甚？', '我好失望，顿时粗声粗气起来，“又是你，惠尔逊大人，你又来作甚？', '好不a')	1	1	[2.9829898e-05, 0.9999702]
('走进他的办公室，好不简陋：泥灰地，粉刷墙，桌、椅油漆斑驳。', '走进他的办公室，好简陋：泥灰地，粉刷墙，桌、椅油漆斑驳。', '好不a')	1	1	[3.8006863e-05, 0.999962]
('往年每到暑假，“求租床位”的小广告早贴到各高校的宿舍区，但今年这样的小广告却几乎没出现过，因为非典过后不少高校明令学生禁止把床位出租。', '往年每到暑假，“求租床位”的小广告早贴到各高校的宿舍区，但今年这样的小广告却几乎出现过，因为非典过后不少高校明令学生禁止把床位出租。', '几乎没')	0	0	[0.9999391, 6.0937742e-05]
('”方尔丛只差没跪下来。', '”方尔丛只差跪下来。', '只差没')	1	1	[2.4362056e-05, 0.9999757]
('几乎一夜之间，成都市蜀都大道两旁、空中，便被上海厂商的各式广告所占领；省展览馆更是上海商品的世界，上海人索性把“南京生意好不兴隆！', '几乎一夜之间，成都市蜀都大道两旁、空中，便被上海厂商的各式广告所占领；省展览馆更是上海商品的世界，上海人索性把“南京生意好兴隆！', '好不a')	1	1	[4.074529e-05, 0.99995923]
('就差没有脱口说出：“一定能复兴中华文化，振兴传统固有道德……”“姑娘，一定能什么？', '就差有脱口说出：“一定能复兴中华文化，振兴传统固有道德……”“姑娘，一定能什么？', '就差没')	1	1	[2.5573096e-05, 0.99997437]
('过了一会儿，才轻声细气，几乎没张开他那薄薄的嘴唇，好像是冲着烟斗说话似地开门道：“因为……是呀，因为这儿一下子出现了非常奇怪的流言，说是……所以，作为一个朋友，我觉得有义务把事情了解清楚。', '过了一会儿，才轻声细气，几乎张开他那薄薄的嘴唇，好像是冲着烟斗说话似地开门道：“因为……是呀，因为这儿一下子出现了非常奇怪的流言，说是……所以，作为一个朋友，我觉得有义务把事情了解清楚。', '几乎没')	0	1	[0.006228998, 0.993771]
('那野兔在惊觉自己闯进了什么地方后，差点没吓晕过去。', '那野兔在惊觉自己闯进了什么地方后，差点吓晕过去。', '差点没')	1	1	[2.4248619e-05, 0.9999758]
('他昨天陪我到凌晨3点才回去的，我一直叫他走，他说过几天要加班，大概会没有空陪我，死活不肯早回去……”好不容易刹住车，她就差没说出男朋友的月薪有多少。', '他昨天陪我到凌晨3点才回去的，我一直叫他走，他说过几天要加班，大概会没有空陪我，死活不肯早回去……”好不容易刹住车，她就差说出男朋友的月薪有多少。', '就差没')	1	1	[2.6253934e-05, 0.9999738]
('刚出城时，还有不少青年男女，大家结伴而行，好不愉快。尤其是看到这三个乳臭未干的娃娃，大家都愿意放慢步伐，跟他们说东道西，沿途增添了不少欢笑。', '刚出城时，还有不少青年男女，大家结伴而行，好愉快。尤其是看到这三个乳臭未干的娃娃，大家都愿意放慢步伐，跟他们说东道西，沿途增添了不少欢笑。', '好不a')	1	1	[2.7342683e-05, 0.9999727]
('”芮秋已下了车，遵从凯儿的指示跟她站在一起，雨阴绵绵的下着，芮秋几乎没注意到打在身上的雨点，她的眼光牢牢地凝注在凯儿身上。', '”芮秋已下了车，遵从凯儿的指示跟她站在一起，雨阴绵绵的下着，芮秋几乎注意到打在身上的雨点，她的眼光牢牢地凝注在凯儿身上。', '几乎没')	0	0	[0.99993753, 6.243167e-05]
('一次，是我和小眼镜、亨亨几个人在一起胡聊，正在讲两天前的夜里，在校部看电影时，差点儿没打起来的一场群架。', '一次，是我和小眼镜、亨亨几个人在一起胡聊，正在讲两天前的夜里，在校部看电影时，差点儿打起来的一场群架。', '差点没')	1	1	[2.9056106e-05, 0.9999709]
('刚才他的枪口在地下灌进了泥土去，他一搂火，不但没有打着二虎，差一点没有把自己伤了，因为他的枪炸坏了。', '刚才他的枪口在地下灌进了泥土去，他一搂火，不但没有打着二虎，差一点把自己伤了，因为他的枪炸坏了。', '差点没')	1	1	[2.4922558e-05, 0.9999751]
('”少女几乎没哭出来，“不不！', '”少女几乎哭出来，“不不！', '几乎没')	1	1	[3.2061325e-05, 0.99996793]
('你没瞧见当有容少爷看见她在本上不知写了什么字，差点没气晕了，谁都知道他最重视展家的生意。', '你没瞧见当有容少爷看见她在本上不知写了什么字，差点气晕了，谁都知道他最重视展家的生意。', '差点没')	1	1	[2.439723e-05, 0.99997556]
('只是，这等身外物，可有可无，我今晚穿牛仔裤，也不见得有人会看我不起。', '只是，这等身外物，可有可无，我今晚穿牛仔裤，也不见得有人会看我起。', '看我不')	0	0	[0.9999372, 6.283207e-05]
('她只差没吓得屁滚尿流，她一点经验都没有，她根本不知道如何“做”。', '她只差吓得屁滚尿流，她一点经验都没有，她根本不知道如何“做”。', '只差没')	1	1	[2.389346e-05, 0.99997616]
('”向以农一听，只差没有气昏。', '”向以农一听，只差气昏。', '只差没')	1	1	[2.386554e-05, 0.99997616]
('总之，我们尚处于创建新体制的过程中，摸着石头过河，难免不那么令人满意。', '总之，我们尚处于创建新体制的过程中，摸着石头过河，难免那么令人满意。', '难免不')	0	0	[0.999928, 7.193987e-05]
('竟是一个圆圆滚的确球，有红的，有蓝的，有紫的，有黄的，好不奇特。她听见电梯里一位职员开口问道：“今天是什么特殊的日子，怎么两台电梯里全塞满了这些玩艺儿呢？', '竟是一个圆圆滚的确球，有红的，有蓝的，有紫的，有黄的，好奇特。她听见电梯里一位职员开口问道：“今天是什么特殊的日子，怎么两台电梯里全塞满了这些玩艺儿呢？', '好不a')	1	1	[2.7296437e-05, 0.9999727]
('那时游人很少，在千佛山，我们几乎没遇到什么游人，像游荒山野寺一样。', '那时游人很少，在千佛山，我们几乎遇到什么游人，像游荒山野寺一样。', '几乎没')	0	0	[0.99993706, 6.292658e-05]
('……”屋子一片震天价的笑声，帕甫努季耶夫自己也纵声大笑起来，眯起了由于对情欲的思念而变得火辣辣的眼睛，手里的剃刀就差没把皮带都割断了。', '……”屋子一片震天价的笑声，帕甫努季耶夫自己也纵声大笑起来，眯起了由于对情欲的思念而变得火辣辣的眼睛，手里的剃刀就差把皮带都割断了。', '就差没')	1	1	[2.40996e-05, 0.9999759]
