sentences	gold	predict	probability
('＂水面上飘过来比尔好不深沉的男低音。', '＂水面上飘过来比尔好深沉的男低音。', '好不a')	1	1	[0.00021701779, 0.999783]
('义卖活动的两天中，喀峙乡村的男女老少，周边乡村和城市的人们熙来攘往，好不热闹。', '义卖活动的两天中，喀峙乡村的男女老少，周边乡村和城市的人们熙来攘往，好热闹。', '好不a')	1	1	[2.264206e-05, 0.99997735]
('事情发生时，每个人都期待甄平安以死谢罪，哪知过了七年，甄平安仍旧活得好好的，让一群好事者好不失望。', '事情发生时，每个人都期待甄平安以死谢罪，哪知过了七年，甄平安仍旧活得好好的，让一群好事者好失望。', '好不a')	1	1	[2.4742056e-05, 0.9999752]
('四族中，“异族”已被“狂意族”控制，药口福利用机会侵吞了燕万岁的力量，好不威风。余律令的“海霸族”夺得“苍龙城”及“模糊城”，惟是处处受制于“元老堂”的缓慢决策，还有各自为政的“五院”，力量难以集中出击，也就限制了发展空间。', '四族中，“异族”已被“狂意族”控制，药口福利用机会侵吞了燕万岁的力量，好威风。余律令的“海霸族”夺得“苍龙城”及“模糊城”，惟是处处受制于“元老堂”的缓慢决策，还有各自为政的“五院”，力量难以集中出击，也就限制了发展空间。', '好不a')	1	1	[2.1534712e-05, 0.9999784]
('”他告诉杰勒德莫歇旅店，因为旅店经常受到一些流氓恶棍的骚扰，尽管身体能幸免，但灵魂却难免不受伤害。', '”他告诉杰勒德莫歇旅店，因为旅店经常受到一些流氓恶棍的骚扰，尽管身体能幸免，但灵魂却难免受伤害。', '难免不')	1	1	[0.0011856955, 0.99881434]
('所以我这两日好不烦心，焦得我了不得。', '所以我这两日好烦心，焦得我了不得。', '好不a')	1	1	[3.9553855e-05, 0.9999604]
('在去年那场大雪中，他的车在四惠地铁站一堵就是３个多小时，今天几乎没堵过车。', '在去年那场大雪中，他的车在四惠地铁站一堵就是３个多小时，今天几乎堵过车。', '几乎没')	0	0	[0.99992037, 7.9621976e-05]
('但是，商检事业是在几十年计划经济的大环境中不断发展起来的，方方面面与计划经济有着密不可分的联系，人们的思想观念难免不带有计划经济的痕迹。', '但是，商检事业是在几十年计划经济的大环境中不断发展起来的，方方面面与计划经济有着密不可分的联系，人们的思想观念难免带有计划经济的痕迹。', '难免不')	1	0	[0.8797211, 0.12027884]
('因此，当我们名正言顺住进这占地面积20平方米的老式套房时，一家3代5口人乐得合不拢嘴，整天你进我出，欢声笑语，日子过得好不红火，好不舒心。', '因此，当我们名正言顺住进这占地面积20平方米的老式套房时，一家3代5口人乐得合不拢嘴，整天你进我出，欢声笑语，日子过得好红火，好不舒心。', '好不a')	1	1	[2.5163576e-05, 0.99997485]
('路晓聪被他摇得头昏脑胀，差点没脑充血。', '路晓聪被他摇得头昏脑胀，差点脑充血。', '差点没')	1	1	[2.4876916e-05, 0.9999751]
('灵均只差没顿首叩谢上天降下一位救命神兵，为她解危。', '灵均只差顿首叩谢上天降下一位救命神兵，为她解危。', '只差没')	1	1	[2.0957777e-05, 0.999979]
('”孙竟成瞪他一眼，“阁下好不粗俗。”振川一直向工作间瞄过去，心不在焉，只是关心如瑛。', '”孙竟成瞪他一眼，“阁下好粗俗。”振川一直向工作间瞄过去，心不在焉，只是关心如瑛。', '好不a')	1	1	[2.5551402e-05, 0.9999745]
('鳃、鳞去掉，在鳃下顺着鱼腹部剖开2厘米长左右的小口掏出内脏(小心别弄破苦胆)，用用清水灌洗干净。', '鳃、鳞去掉，在鳃下顺着鱼腹部剖开2厘米长左右的小口掏出内脏(小心弄破苦胆)，用用清水灌洗干净。', '小心别')	1	1	[8.4823085e-05, 0.9999151]
('没想到过去这几天来，她不但无法联络上雷德，就连纳克也行踪不明，气得她差点没把电话摔坏，直接杀到罗马去找人。', '没想到过去这几天来，她不但无法联络上雷德，就连纳克也行踪不明，气得她差点把电话摔坏，直接杀到罗马去找人。', '差点没')	1	1	[2.7116974e-05, 0.99997294]
('她说我什么绿林习气，如今不能再叫你兄弟，只能叫什么主公，什么猪啊公的，好不难听！”段逸笑道：“许兄便与小弟仍旧兄弟相称的便是，不必拘礼。', '她说我什么绿林习气，如今不能再叫你兄弟，只能叫什么主公，什么猪啊公的，好难听！”段逸笑道：“许兄便与小弟仍旧兄弟相称的便是，不必拘礼。', '好不a')	1	1	[2.7781678e-05, 0.9999722]
('店内满满的顾客群几乎没让她的激烈反应吓坏，每个人纷纷张望四下的环境，寻找尖叫声的来源与引发的原因。', '店内满满的顾客群几乎让她的激烈反应吓坏，每个人纷纷张望四下的环境，寻找尖叫声的来源与引发的原因。', '几乎没')	1	1	[0.0002570319, 0.9997429]
('正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点没有吓死。', '正走之间，猛瞥见侧面山石后有彩影闪动，旺子当年春天往山中寻师，遇见过一条五色斑斓的大蟒，因逃得快，未被发现，中途回顾，那蟒正吞吃一只大獾，其行如风，快得出奇，差一点吓死。', '差点没')	1	1	[2.40996e-05, 0.9999759]
('刚才她的开口就提到郑艳香，差点没把我骇死。', '刚才她的开口就提到郑艳香，差点把我骇死。', '差点没')	1	1	[2.5480202e-05, 0.9999745]
('难怪大哥会闪电结婚，差点没把远在纽约的她给吓死。', '难怪大哥会闪电结婚，差点把远在纽约的她给吓死。', '差点没')	1	1	[2.4963614e-05, 0.9999751]
('卡拉蒙有很长的一段时间，只是瞪着遗体，几乎没注意到其他等他们下来而正准备上场的斗士。', '卡拉蒙有很长的一段时间，只是瞪着遗体，几乎注意到其他等他们下来而正准备上场的斗士。', '几乎没')	0	0	[0.99995077, 4.920913e-05]
('苏媚不知何时也进了洗手闲，不知何时站立在她身后，不知何时用冷眼瞪着着她……当戴晴不经意望见镜中的投影，差点没被活活吓死，过了好半晌，她都还能感受到自己仍在颤抖。', '苏媚不知何时也进了洗手闲，不知何时站立在她身后，不知何时用冷眼瞪着着她……当戴晴不经意望见镜中的投影，差点被活活吓死，过了好半晌，她都还能感受到自己仍在颤抖。', '差点没')	1	1	[2.513767e-05, 0.99997485]
('那位先生居高临下口吐几句下葬时念的咒语，好不厉害！然后他建议我也来跟他赌几局。', '那位先生居高临下口吐几句下葬时念的咒语，好厉害！然后他建议我也来跟他赌几局。', '好不a')	1	1	[2.5953666e-05, 0.999974]
('他躺在病床上，回想着自己这大半辈子的奇特经历，他觉得，一切都是命中注定……想当初，王铁成差点没把他家老爷子给活活气死。', '他躺在病床上，回想着自己这大半辈子的奇特经历，他觉得，一切都是命中注定……想当初，王铁成差点把他家老爷子给活活气死。', '差点没')	1	1	[2.457451e-05, 0.99997544]
('４．你不喜欢见我不要紧，只想你不要再在网上消失便可，这两天我等得好不自在。５．１４３４４。', '４．你不喜欢见我不要紧，只想你不要再在网上消失便可，这两天我等得好自在。５．１４３４４。', '好不a')	0	0	[0.99905986, 0.0009401328]
('这一剑含愤出手，情急扑命，剑势如匹练横飞，好不辛辣！桂姑婆若不及时收招，一只左手，势非当场削断不可。', '这一剑含愤出手，情急扑命，剑势如匹练横飞，好辛辣！桂姑婆若不及时收招，一只左手，势非当场削断不可。', '好不a')	1	1	[2.3981574e-05, 0.99997604]
('好不恐怖！金三绝腿法厉害，双腿贯注十成功力，直踢在战神肚皮之上，战神中招，口中吐出一团毒气，就连“五术人”中的金三绝也被腐蚀成一团毒水，散爆在地。', '好恐怖！金三绝腿法厉害，双腿贯注十成功力，直踢在战神肚皮之上，战神中招，口中吐出一团毒气，就连“五术人”中的金三绝也被腐蚀成一团毒水，散爆在地。', '好不a')	1	1	[2.5196234e-05, 0.99997485]
('他给她放血，又告诉我只给她乳浆和稀饭吃；而且要小心别让她跳楼，或是跳窗，然后他就走了。', '他给她放血，又告诉我只给她乳浆和稀饭吃；而且要小心让她跳楼，或是跳窗，然后他就走了。', '小心别')	0	1	[7.8304336e-05, 0.9999217]
('你要不快给我回家待着，看我不打断你的腿才怪！', '你要不快给我回家待着，看我打断你的腿才怪！', '看我不')	1	1	[2.672123e-05, 0.9999733]
('二十七日上午九时许，驻守在泉州湾交叉部的武警福建省后渚港边防工作站内莺莺笑语，好不热闹。', '二十七日上午九时许，驻守在泉州湾交叉部的武警福建省后渚港边防工作站内莺莺笑语，好热闹。', '好不a')	1	1	[2.2641238e-05, 0.99997735]
('被赤龙凶狠的厉眼一瞪，柯晓菁吓了一大跳，双腿差点没软下去。', '被赤龙凶狠的厉眼一瞪，柯晓菁吓了一大跳，双腿差点软下去。', '差点没')	1	1	[3.0115614e-05, 0.99996984]
('糊涂涂觉着他说的也使得，便叫有余到东房里从那一盒差一点没有被满喜倒在垃圾里的古董里把四张分单找出来。', '糊涂涂觉着他说的也使得，便叫有余到东房里从那一盒差一点被满喜倒在垃圾里的古董里把四张分单找出来。', '差点没')	1	1	[9.716228e-05, 0.99990284]
('”他怒目瞪她，火炬般的双眸差点没将她烧焦了。', '”他怒目瞪她，火炬般的双眸差点将她烧焦了。', '差点没')	1	1	[2.7695549e-05, 0.99997234]
('青春期吸烟易患乳腺癌目前女中学生吸烟并不罕见，她们在有些场合吞云吐雾，好不潇洒自在。', '青春期吸烟易患乳腺癌目前女中学生吸烟并不罕见，她们在有些场合吞云吐雾，好潇洒自在。', '好不a')	1	1	[2.4672032e-05, 0.9999753]
('”贞阳一把搂住他颈子，高兴得只差没跳起来。', '”贞阳一把搂住他颈子，高兴得只差跳起来。', '只差没')	1	1	[2.0536363e-05, 0.9999795]
('我韩德宝混到今天，不过还是这世上的一棵狗尾巴草。谁看我不顾眼，一脚就能把我踩扁', '我韩德宝混到今天，不过还是这世上的一棵狗尾巴草。谁看我顾眼，一脚就能把我踩扁', '看我不')	0	0	[0.9999403, 5.976738e-05]
('班主任找我谈心，要我好好学习，小小年纪，不要胡思乱想，小心别做了资产阶级思想的俘虏。', '班主任找我谈心，要我好好学习，小小年纪，不要胡思乱想，小心做了资产阶级思想的俘虏。', '小心别')	1	1	[8.63411e-05, 0.9999137]
('当他在莫斯科和普京会谈时，几乎没提导弹防御这一问题。', '当他在莫斯科和普京会谈时，几乎提导弹防御这一问题。', '几乎没')	0	0	[0.9998605, 0.00013944686]
('安迪几乎没注意男。', '安迪几乎注意男。', '几乎没')	0	0	[0.9999392, 6.080916e-05]
('但此后小邵几乎没尽赡养义务，刘老汉夫妇无奈之下，于2007年把小邵告上了法庭，要求小邵支付赡养费和医药费。', '但此后小邵几乎尽赡养义务，刘老汉夫妇无奈之下，于2007年把小邵告上了法庭，要求小邵支付赡养费和医药费。', '几乎没')	0	0	[0.99983454, 0.00016542153]
('一回到家，史慕岩一看见“恍同隔世”的史母——赵馨龄，马上像只八爪章鱼地紧紧黏住赵馨龄，对她撒娇，好不亲密。反观韩若雨，一看到自己火爆的老妈──徐沁玟，仅仅只有一句：“我回来了！', '一回到家，史慕岩一看见“恍同隔世”的史母——赵馨龄，马上像只八爪章鱼地紧紧黏住赵馨龄，对她撒娇，好亲密。反观韩若雨，一看到自己火爆的老妈──徐沁玟，仅仅只有一句：“我回来了！', '好不a')	1	1	[2.5807509e-05, 0.99997425]
('”段香凝差点没惊跳起来，双手忙不迭的松开，一张脸顿觉火辣辣的热“哈哈哈！', '”段香凝差点惊跳起来，双手忙不迭的松开，一张脸顿觉火辣辣的热“哈哈哈！', '差点没')	1	1	[2.269918e-05, 0.99997735]
('”她细声道，从凯若口中知道他竟然背着她上五楼，她好感动，只差没痛哭流涕。', '”她细声道，从凯若口中知道他竟然背着她上五楼，她好感动，只差痛哭流涕。', '只差没')	1	1	[2.0475834e-05, 0.9999795]
('赫格伦还在说些什么，克莱德几乎没得心思听下去了。', '赫格伦还在说些什么，克莱德几乎得心思听下去了。', '几乎没')	0	0	[0.9999317, 6.8274785e-05]
('笔者曾当面请教一位“圈里人”：“为何那么多计算机专业媒体，几乎没读过一篇批评报道？”', '笔者曾当面请教一位“圈里人”：“为何那么多计算机专业媒体，几乎读过一篇批评报道？”', '几乎没')	0	0	[0.99993837, 6.157715e-05]
('菲力头枕着白蒂的腿，躺在草地上，好不自在。', '菲力头枕着白蒂的腿，躺在草地上，好自在。', '好不a')	1	1	[0.019994177, 0.98000586]
('特拉德尔边切边吃，还要同时开怀大笑，几乎没停下过。', '特拉德尔边切边吃，还要同时开怀大笑，几乎停下过。', '几乎没')	0	0	[0.99985373, 0.00014629326]
('学诗，学习写作对联过程中，难免不合平仄要求，不足为怪。若举行大的征联活动，出联人、评选者若不懂这些，出了笑话，就不应该了。', '学诗，学习写作对联过程中，难免合平仄要求，不足为怪。若举行大的征联活动，出联人、评选者若不懂这些，出了笑话，就不应该了。', '难免不')	0	0	[0.9994141, 0.000585943]
('雪怪的掌风过处，顿时，树毁岩崩，威力好不惊人！尹枫纵身入空，躲开这一击，同时口中喝彩道：“好一招六丁开山！', '雪怪的掌风过处，顿时，树毁岩崩，威力好惊人！尹枫纵身入空，躲开这一击，同时口中喝彩道：“好一招六丁开山！', '好不a')	1	1	[2.549289e-05, 0.9999745]
('雷刚伸出手来拉龙宝妮，就被黑鹰一拐肘给避开了，雷刚一拳向黑鹰的左颊挥去，被黑鹰闪了过去，战火立刻引爆了，一时之间拳来脚往的好不热闹。', '雷刚伸出手来拉龙宝妮，就被黑鹰一拐肘给避开了，雷刚一拳向黑鹰的左颊挥去，被黑鹰闪了过去，战火立刻引爆了，一时之间拳来脚往的好热闹。', '好不a')	1	1	[2.1874723e-05, 0.99997807]
('其实细细想想，只要我在蝉城去寻亲访友，我随时都有可能被别人误当坏蛋的可能，现在的大楼越建越高，越来越像个迷宫，我稍不留意就会走错了地方，有一次，我去爸爸的新居就差点儿没有找到他，如果后来不凭借电话让他找我，我根本就无法与他相见。', '其实细细想想，只要我在蝉城去寻亲访友，我随时都有可能被别人误当坏蛋的可能，现在的大楼越建越高，越来越像个迷宫，我稍不留意就会走错了地方，有一次，我去爸爸的新居就差点儿找到他，如果后来不凭借电话让他找我，我根本就无法与他相见。', '差点没')	0	1	[0.0018160068, 0.998184]
('”瞪着他眼中几乎可以溺死人的温柔，夏芹萱差点没失声大叫。', '”瞪着他眼中几乎可以溺死人的温柔，夏芹萱差点失声大叫。', '差点没')	1	1	[5.971223e-05, 0.9999403]
('蓝扬善翻身跃起，几度起落，已经到了白石桥道对面的斜坡之下，他站在那里往位卓立，好不威风！', '蓝扬善翻身跃起，几度起落，已经到了白石桥道对面的斜坡之下，他站在那里往位卓立，好威风！', '好不a')	1	1	[2.2558479e-05, 0.99997747]
('使情报局大为震惊的是，反间谍机构派出的小组发现，在作为例行审查一部分的测谎检查中，埃姆斯两次都差点没通过，但测谎结果却被描述为模棱两可，而且得出了对他有利的结论。', '使情报局大为震惊的是，反间谍机构派出的小组发现，在作为例行审查一部分的测谎检查中，埃姆斯两次都差点通过，但测谎结果却被描述为模棱两可，而且得出了对他有利的结论。', '差点没')	0	0	[0.99974984, 0.00025013188]
('那如丝的秀发，那散发着的芳香的柔滑肌肤，那充满感情的绝美脸孔，那令人销魂的纵情缠绕，在在使他如痴如狂、情难自禁，只差点没将她用力揉碎。', '那如丝的秀发，那散发着的芳香的柔滑肌肤，那充满感情的绝美脸孔，那令人销魂的纵情缠绕，在在使他如痴如狂、情难自禁，只差点将她用力揉碎。', '差点没')	1	1	[2.3071234e-05, 0.9999769]
('他看我不说话，便接着告诉我说：在我走了以后，她就到她原先住过的女修道院里当了修女，罗马教廷知道她想嫁给一个路德教徒，就禁止我再去见她；他坦率承认这一切都是他和洛尔协商后安排的。', '他看我说话，便接着告诉我说：在我走了以后，她就到她原先住过的女修道院里当了修女，罗马教廷知道她想嫁给一个路德教徒，就禁止我再去见她；他坦率承认这一切都是他和洛尔协商后安排的。', '看我不')	0	0	[0.9999453, 5.4722394e-05]
('他这些话分明是意有所指，只差没有指名道姓而已。', '他这些话分明是意有所指，只差指名道姓而已。', '只差没')	1	1	[2.0361902e-05, 0.9999796]
('我好不失望，顿时粗声粗气起来，“又是你，惠尔逊大人，你又来作甚？', '我好失望，顿时粗声粗气起来，“又是你，惠尔逊大人，你又来作甚？', '好不a')	1	1	[2.8969562e-05, 0.99997103]
('走进他的办公室，好不简陋：泥灰地，粉刷墙，桌、椅油漆斑驳。', '走进他的办公室，好简陋：泥灰地，粉刷墙，桌、椅油漆斑驳。', '好不a')	1	1	[3.1716205e-05, 0.9999683]
('往年每到暑假，“求租床位”的小广告早贴到各高校的宿舍区，但今年这样的小广告却几乎没出现过，因为非典过后不少高校明令学生禁止把床位出租。', '往年每到暑假，“求租床位”的小广告早贴到各高校的宿舍区，但今年这样的小广告却几乎出现过，因为非典过后不少高校明令学生禁止把床位出租。', '几乎没')	0	0	[0.9999362, 6.3766536e-05]
('”方尔丛只差没跪下来。', '”方尔丛只差跪下来。', '只差没')	1	1	[2.0759735e-05, 0.99997926]
('几乎一夜之间，成都市蜀都大道两旁、空中，便被上海厂商的各式广告所占领；省展览馆更是上海商品的世界，上海人索性把“南京生意好不兴隆！', '几乎一夜之间，成都市蜀都大道两旁、空中，便被上海厂商的各式广告所占领；省展览馆更是上海商品的世界，上海人索性把“南京生意好兴隆！', '好不a')	1	1	[4.089961e-05, 0.9999591]
('就差没有脱口说出：“一定能复兴中华文化，振兴传统固有道德……”“姑娘，一定能什么？', '就差有脱口说出：“一定能复兴中华文化，振兴传统固有道德……”“姑娘，一定能什么？', '就差没')	1	1	[2.0596002e-05, 0.9999794]
('过了一会儿，才轻声细气，几乎没张开他那薄薄的嘴唇，好像是冲着烟斗说话似地开门道：“因为……是呀，因为这儿一下子出现了非常奇怪的流言，说是……所以，作为一个朋友，我觉得有义务把事情了解清楚。', '过了一会儿，才轻声细气，几乎张开他那薄薄的嘴唇，好像是冲着烟斗说话似地开门道：“因为……是呀，因为这儿一下子出现了非常奇怪的流言，说是……所以，作为一个朋友，我觉得有义务把事情了解清楚。', '几乎没')	0	0	[0.87580407, 0.12419597]
('那野兔在惊觉自己闯进了什么地方后，差点没吓晕过去。', '那野兔在惊觉自己闯进了什么地方后，差点吓晕过去。', '差点没')	1	1	[2.349409e-05, 0.9999765]
('他昨天陪我到凌晨3点才回去的，我一直叫他走，他说过几天要加班，大概会没有空陪我，死活不肯早回去……”好不容易刹住车，她就差没说出男朋友的月薪有多少。', '他昨天陪我到凌晨3点才回去的，我一直叫他走，他说过几天要加班，大概会没有空陪我，死活不肯早回去……”好不容易刹住车，她就差说出男朋友的月薪有多少。', '就差没')	1	1	[2.3352626e-05, 0.99997663]
('刚出城时，还有不少青年男女，大家结伴而行，好不愉快。尤其是看到这三个乳臭未干的娃娃，大家都愿意放慢步伐，跟他们说东道西，沿途增添了不少欢笑。', '刚出城时，还有不少青年男女，大家结伴而行，好愉快。尤其是看到这三个乳臭未干的娃娃，大家都愿意放慢步伐，跟他们说东道西，沿途增添了不少欢笑。', '好不a')	1	1	[3.0935076e-05, 0.999969]
('”芮秋已下了车，遵从凯儿的指示跟她站在一起，雨阴绵绵的下着，芮秋几乎没注意到打在身上的雨点，她的眼光牢牢地凝注在凯儿身上。', '”芮秋已下了车，遵从凯儿的指示跟她站在一起，雨阴绵绵的下着，芮秋几乎注意到打在身上的雨点，她的眼光牢牢地凝注在凯儿身上。', '几乎没')	0	0	[0.9999453, 5.4669712e-05]
('一次，是我和小眼镜、亨亨几个人在一起胡聊，正在讲两天前的夜里，在校部看电影时，差点儿没打起来的一场群架。', '一次，是我和小眼镜、亨亨几个人在一起胡聊，正在讲两天前的夜里，在校部看电影时，差点儿打起来的一场群架。', '差点没')	1	1	[6.6661894e-05, 0.99993336]
('刚才他的枪口在地下灌进了泥土去，他一搂火，不但没有打着二虎，差一点没有把自己伤了，因为他的枪炸坏了。', '刚才他的枪口在地下灌进了泥土去，他一搂火，不但没有打着二虎，差一点把自己伤了，因为他的枪炸坏了。', '差点没')	1	1	[3.2756856e-05, 0.9999672]
('”少女几乎没哭出来，“不不！', '”少女几乎哭出来，“不不！', '几乎没')	1	1	[0.00010302939, 0.999897]
('你没瞧见当有容少爷看见她在本上不知写了什么字，差点没气晕了，谁都知道他最重视展家的生意。', '你没瞧见当有容少爷看见她在本上不知写了什么字，差点气晕了，谁都知道他最重视展家的生意。', '差点没')	1	1	[2.4608824e-05, 0.99997544]
('只是，这等身外物，可有可无，我今晚穿牛仔裤，也不见得有人会看我不起。', '只是，这等身外物，可有可无，我今晚穿牛仔裤，也不见得有人会看我起。', '看我不')	0	0	[0.9999361, 6.3839114e-05]
('她只差没吓得屁滚尿流，她一点经验都没有，她根本不知道如何“做”。', '她只差吓得屁滚尿流，她一点经验都没有，她根本不知道如何“做”。', '只差没')	1	1	[2.1879187e-05, 0.99997807]
('”向以农一听，只差没有气昏。', '”向以农一听，只差气昏。', '只差没')	1	1	[2.0861187e-05, 0.99997914]
('总之，我们尚处于创建新体制的过程中，摸着石头过河，难免不那么令人满意。', '总之，我们尚处于创建新体制的过程中，摸着石头过河，难免那么令人满意。', '难免不')	0	1	[0.09109939, 0.90890056]
('竟是一个圆圆滚的确球，有红的，有蓝的，有紫的，有黄的，好不奇特。她听见电梯里一位职员开口问道：“今天是什么特殊的日子，怎么两台电梯里全塞满了这些玩艺儿呢？', '竟是一个圆圆滚的确球，有红的，有蓝的，有紫的，有黄的，好奇特。她听见电梯里一位职员开口问道：“今天是什么特殊的日子，怎么两台电梯里全塞满了这些玩艺儿呢？', '好不a')	1	1	[2.6356134e-05, 0.99997365]
('那时游人很少，在千佛山，我们几乎没遇到什么游人，像游荒山野寺一样。', '那时游人很少，在千佛山，我们几乎遇到什么游人，像游荒山野寺一样。', '几乎没')	0	0	[0.9999428, 5.7242756e-05]
('……”屋子一片震天价的笑声，帕甫努季耶夫自己也纵声大笑起来，眯起了由于对情欲的思念而变得火辣辣的眼睛，手里的剃刀就差没把皮带都割断了。', '……”屋子一片震天价的笑声，帕甫努季耶夫自己也纵声大笑起来，眯起了由于对情欲的思念而变得火辣辣的眼睛，手里的剃刀就差把皮带都割断了。', '就差没')	1	1	[1.997394e-05, 0.99998]
('这端，百里怜雪手持长剑，瞅见李北羽已摇摇幌幌正由玉珊儿照顾著，正想出剑杀向蒋易修，蓦地，一片刀光临空而至，好不惊人。是杜鹏！', '这端，百里怜雪手持长剑，瞅见李北羽已摇摇幌幌正由玉珊儿照顾著，正想出剑杀向蒋易修，蓦地，一片刀光临空而至，好惊人。是杜鹏！', '好不a')	1	1	[2.2828104e-05, 0.9999771]
('※※※是夜，留香院内灯火通明，衣香鬓影，好不热闹。“赵大爷，您好久没来啦。', '※※※是夜，留香院内灯火通明，衣香鬓影，好热闹。“赵大爷，您好久没来啦。', '好不a')	1	1	[2.3141463e-05, 0.9999769]
('”公孙相双眉陡然一挑，冷声道：“秦得广，你再敢出言不逊，看我不割下你一只耳朵来。', '”公孙相双眉陡然一挑，冷声道：“秦得广，你再敢出言不逊，看我割下你一只耳朵来。', '看我不')	1	1	[3.3885226e-05, 0.99996614]
('”她向那伙匪徒跨上一步，气势好不吓人，她笑了出来。', '”她向那伙匪徒跨上一步，气势好吓人，她笑了出来。', '好不a')	1	1	[2.3342629e-05, 0.99997663]
('叶利钦在党代会开始时几乎差一点没能当上代表，只是在他的力争下才取得了出席大会的资格。', '叶利钦在党代会开始时几乎差一点能当上代表，只是在他的力争下才取得了出席大会的资格。', '差点没')	0	0	[0.9999244, 7.560764e-05]
('他看着熟睡的女孩，脸上没有残妆，清新一如早上初绽的莲花，永实猜她只有十多二十岁，昨夜好不冒昧，竟然把她拖到酒吧去，这孩子恐怕中学尚未毕业，给她家长知道两人都要捱骂。', '他看着熟睡的女孩，脸上没有残妆，清新一如早上初绽的莲花，永实猜她只有十多二十岁，昨夜好冒昧，竟然把她拖到酒吧去，这孩子恐怕中学尚未毕业，给她家长知道两人都要捱骂。', '好不a')	1	1	[0.00014925205, 0.99985075]
('皇嫂出现在地下宫殿时差点没让我的呼吸停止，还以为哥哥出了什么事。', '皇嫂出现在地下宫殿时差点让我的呼吸停止，还以为哥哥出了什么事。', '差点没')	1	1	[4.2765005e-05, 0.9999572]
('群众拍手称快，高兴感激的百姓差点没把派出所门槛踩破。', '群众拍手称快，高兴感激的百姓差点把派出所门槛踩破。', '差点没')	1	1	[2.4634179e-05, 0.9999753]
('”旁边突然有人接话，她吓得差点没跳上树顶去。', '”旁边突然有人接话，她吓得差点跳上树顶去。', '差点没')	1	1	[2.416936e-05, 0.9999758]
('这条路东一曲，西一弯，好不怪异？这样奔行了一顿饭时分，前面一座高山，矗立入云，甚是挺拔，但见一道银色匹练，从半腰直挂而下，老远就可听到洪洪水声，溪中水流，也愈见湍急。', '这条路东一曲，西一弯，好怪异？这样奔行了一顿饭时分，前面一座高山，矗立入云，甚是挺拔，但见一道银色匹练，从半腰直挂而下，老远就可听到洪洪水声，溪中水流，也愈见湍急。', '好不a')	1	1	[2.5140547e-05, 0.99997485]
('＂这时忽然一阵大风吹过，卷走了阿雪的帆布帽，眼看着就要掉到海里的同时，程步云居然在千钧一发之际奔到崖边抓回了那顶帽子，他踉跄了几步，差点没跌进海里，看着这万分惊险的一幕，阿雪忍不住站起来，叫出声声来。', '＂这时忽然一阵大风吹过，卷走了阿雪的帆布帽，眼看着就要掉到海里的同时，程步云居然在千钧一发之际奔到崖边抓回了那顶帽子，他踉跄了几步，差点跌进海里，看着这万分惊险的一幕，阿雪忍不住站起来，叫出声声来。', '差点没')	1	1	[2.596976e-05, 0.999974]
('这一点你放心，大陆抢先表态，人骏以后要到我那里告状，看我不打他！', '这一点你放心，大陆抢先表态，人骏以后要到我那里告状，看我打他！', '看我不')	1	1	[3.8379134e-05, 0.9999616]
('”“你……”燕吹笛被他的固执气得差点没吹胡子瞪眼。', '”“你……”燕吹笛被他的固执气得差点吹胡子瞪眼。', '差点没')	1	1	[2.4445255e-05, 0.99997556]
('三哥原有一名自小定下婚约的未婚妻，但对方却在未过门之前便背叛了三哥，事情被发现后，三哥就一亘隐居在拂尘居，除了固定时间必须返家探视双亲之外，其他时候他几乎没出过那里。', '三哥原有一名自小定下婚约的未婚妻，但对方却在未过门之前便背叛了三哥，事情被发现后，三哥就一亘隐居在拂尘居，除了固定时间必须返家探视双亲之外，其他时候他几乎出过那里。', '几乎没')	0	0	[0.9999442, 5.5823886e-05]
('”左昕璇双眼晶晶发亮看着凌云，只差没把口水滴在他身上。', '”左昕璇双眼晶晶发亮看着凌云，只差把口水滴在他身上。', '只差没')	1	1	[2.0207148e-05, 0.99997973]
('再笨的人也知道痴缠下去没有益处，说时容易做时难，我几乎没发疯。我没有去送飞机，小玉没告诉我几时走。', '再笨的人也知道痴缠下去没有益处，说时容易做时难，我几乎发疯。我没有去送飞机，小玉没告诉我几时走。', '几乎没')	1	1	[0.00025813535, 0.99974185]
('有这么一个柜子，又有这些沉重的、几乎使人透不过气来的衣服，让我差不多把所有的念头都集中在一起，扎成一捆，馈赠给想象中的某个人物，而他十分富有，庄重地接受了我的礼物，心中的快活却几乎没流露出一丝一毫。', '有这么一个柜子，又有这些沉重的、几乎使人透不过气来的衣服，让我差不多把所有的念头都集中在一起，扎成一捆，馈赠给想象中的某个人物，而他十分富有，庄重地接受了我的礼物，心中的快活却几乎流露出一丝一毫。', '几乎没')	0	0	[0.99985194, 0.00014807549]
('一心想招来当乘龙快婿；就只差没正式召告天下了。', '一心想招来当乘龙快婿；就只差正式召告天下了。', '只差没')	1	1	[2.0749323e-05, 0.99997926]
('一换下新娘礼服的子雅立刻故态复萌，二话不说就阿莎力地拍胸脯接下长辈的敬酒，只差没跷起脚到椅子上划拳了。', '一换下新娘礼服的子雅立刻故态复萌，二话不说就阿莎力地拍胸脯接下长辈的敬酒，只差跷起脚到椅子上划拳了。', '只差没')	1	1	[1.9344343e-05, 0.9999807]
