sentences	gold	predict	probability
('瞧他那副垂涎欲滴的德行，就差没真个流口水而已。', '瞧他那副垂涎欲滴的德行，就差真个流口水而已。')	1	1	[0.00018337496, 0.9998166]
('搅成这样，什么不该做的都做了，就差没抽鸦片，居然还嫁得个才貌双全的丈夫，会有这种转机！', '搅成这样，什么不该做的都做了，就差抽鸦片，居然还嫁得个才貌双全的丈夫，会有这种转机！')	1	1	[0.00016078817, 0.9998392]
('人家就差没去找会计了！', '人家就差去找会计了！')	1	1	[0.023081146, 0.9769189]
('你仔细想想看，这两个多用来，我除了上班时间以外，无时无刻不暗在你身边，连晚上我都住你家，就差没跟你同床。', '你仔细想想看，这两个多用来，我除了上班时间以外，无时无刻不暗在你身边，连晚上我都住你家，就差跟你同床。')	1	1	[0.17234853, 0.82765144]
('韩姑娘————”陈管事几乎是哀求了，就差没跪地求韩林儿守规矩、安分些！', '韩姑娘————”陈管事几乎是哀求了，就差跪地求韩林儿守规矩、安分些！')	1	1	[0.0001928918, 0.9998072]
('阿君说，就差没有画场地界限了。', '阿君说，就差有画场地界限了。')	1	1	[0.06396472, 0.9360353]
('”她来来回回地踱步、怒吼，就差没抡起金箍棒轰他出门。', '”她来来回回地踱步、怒吼，就差抡起金箍棒轰他出门。')	1	1	[7.787044e-05, 0.99992216]
('他坐在她的床上，抱着神志不清的她，就差没唱两首催眠曲哄她入眠了。', '他坐在她的床上，抱着神志不清的她，就差唱两首催眠曲哄她入眠了。')	1	1	[0.0072036507, 0.99279636]
('就差没直说北朝鲜是沉舟病树，没救了，完蛋了！', '就差直说北朝鲜是沉舟病树，没救了，完蛋了！')	1	0	[0.99551624, 0.004483738]
('回想起当时的情形，任学生处处长的宋兴武老师感慨地说：“那时的压力太大了，为了给这些学生找工作，我们采取了很多办法，就差没有给用人单位下跪了。', '回想起当时的情形，任学生处处长的宋兴武老师感慨地说：“那时的压力太大了，为了给这些学生找工作，我们采取了很多办法，就差有给用人单位下跪了。')	1	1	[0.0002919242, 0.999708]
('……“４号”跳楼摔死，“９号”甚是幸灾乐祸，就差没当众拍手称快了。', '……“４号”跳楼摔死，“９号”甚是幸灾乐祸，就差当众拍手称快了。')	1	1	[8.2908824e-05, 0.99991703]
('”阿五把个胡妈狠狠地骂，就差没有他妈妈的。', '”阿五把个胡妈狠狠地骂，就差有他妈妈的。')	1	1	[0.00022278969, 0.99977726]
('最令人受不了的是，最近他居然叫石虎带着两个手下随时随地跟着她，而那三个尽忠职守到家的混蛋，就差没跟她进化妆室帮她脱裤子了！', '最令人受不了的是，最近他居然叫石虎带着两个手下随时随地跟着她，而那三个尽忠职守到家的混蛋，就差跟她进化妆室帮她脱裤子了！')	1	1	[0.00013174089, 0.9998683]
('一名，穿着一千零一套翩翩公子的雅痞服饰，头发抹油中分，表现出时尚的复古风，圆椎眼镜，就差没有穿长袍马褂，否则人家远道徐志摩老兄又复活了。', '一名，穿着一千零一套翩翩公子的雅痞服饰，头发抹油中分，表现出时尚的复古风，圆椎眼镜，就差有穿长袍马褂，否则人家远道徐志摩老兄又复活了。')	1	1	[0.00158226, 0.99841774]
('水心又愣愣的盯视他半晌，就差没流下口水。', '水心又愣愣的盯视他半晌，就差流下口水。')	1	1	[0.0002103888, 0.99978966]
('”她一股脑儿说了出来，就差没报上生辰八字。', '”她一股脑儿说了出来，就差报上生辰八字。')	1	1	[0.00055800873, 0.9994419]
('她对杜若的堕落感到悲哀，就差没有泫然欲泣。', '她对杜若的堕落感到悲哀，就差有泫然欲泣。')	1	1	[9.371193e-05, 0.9999063]
('”她忧心地看着爱纯，就差没碰到她鼻尖。', '”她忧心地看着爱纯，就差碰到她鼻尖。')	1	1	[6.967124e-05, 0.9999304]
('我宋家明辛辛苦苦活到如今，就差没个黄毛丫头来给我受气了，她有什么稀奇？', '我宋家明辛辛苦苦活到如今，就差个黄毛丫头来给我受气了，她有什么稀奇？')	1	1	[0.0004253378, 0.9995746]
('这点是她闲来无事，听家里那班长舌下人说长道短时得知的，那批奴婢对洛阳城内俊俏的公子哥儿可是着迷得很，就差没早晚三炷香了。', '这点是她闲来无事，听家里那班长舌下人说长道短时得知的，那批奴婢对洛阳城内俊俏的公子哥儿可是着迷得很，就差早晚三炷香了。')	1	1	[0.00017016922, 0.99982977]
('”薛璇将碗筷用力的往枸橼和白色钟形花面前一摆，就差没将空碗震破。', '”薛璇将碗筷用力的往枸橼和白色钟形花面前一摆，就差将空碗震破。')	1	1	[8.292812e-05, 0.99991703]
('可是，不管朕说尽多少好话、狠话，就差没下旨召告天下，而他却老当朕在唱大戏，每回朕还没唱……呃！', '可是，不管朕说尽多少好话、狠话，就差下旨召告天下，而他却老当朕在唱大戏，每回朕还没唱……呃！')	1	1	[0.00029152844, 0.9997085]
('六金家给于白素的欢迎，隆重之极，就差没有在花园内大铁门到屋子的石阶前，铺上红地毯了。', '六金家给于白素的欢迎，隆重之极，就差有在花园内大铁门到屋子的石阶前，铺上红地毯了。')	1	1	[0.0023406502, 0.9976593]
('那样耐心，如同在跟一个不肯在饭前洗手的小弟弟讲道理。就差没把那双小脏手按在水里打肥皂了。', '那样耐心，如同在跟一个不肯在饭前洗手的小弟弟讲道理。就差把那双小脏手按在水里打肥皂了。')	1	1	[0.0003330453, 0.9996669]
('锁锁知道后，气的不得了，说了一大堆话，什么瘦田无人耕，耕开有人争之类，就差没把南孙比猪比牛。', '锁锁知道后，气的不得了，说了一大堆话，什么瘦田无人耕，耕开有人争之类，就差把南孙比猪比牛。')	1	1	[0.0006405886, 0.9993594]
('后来三百多人一起到旁边的食堂里吃饭，正好价格也合适，吃着吃着还进行了联谊活动，就差没点篝火了。', '后来三百多人一起到旁边的食堂里吃饭，正好价格也合适，吃着吃着还进行了联谊活动，就差点篝火了。')	1	1	[0.00048327495, 0.9995167]
('哪知不看还好，一看便血脉贲张，就差没活活气死。', '哪知不看还好，一看便血脉贲张，就差活活气死。')	1	1	[0.000130371, 0.9998696]
('”“很难，医院不可能泄漏病人的资料，我今天可是献了好久的殷勤，说了一大串会腻死人的甜言蜜语，就差没把自己送给人家，才让那个小护士破例帮我调查，而且还是偷偷摸摸的，花了我好几个钟头等她，等得我都快忍不住翻白眼！', '”“很难，医院不可能泄漏病人的资料，我今天可是献了好久的殷勤，说了一大串会腻死人的甜言蜜语，就差把自己送给人家，才让那个小护士破例帮我调查，而且还是偷偷摸摸的，花了我好几个钟头等她，等得我都快忍不住翻白眼！')	1	1	[0.00018657412, 0.9998135]
('他费了大约三分钟，拼命向我伸出舌头，就差没有绷断舌根。', '他费了大约三分钟，拼命向我伸出舌头，就差有绷断舌根。')	1	1	[8.25883e-05, 0.9999174]
('”最后，干脆朝他合掌拜了拜，就差没跪地叩首了。', '”最后，干脆朝他合掌拜了拜，就差跪地叩首了。')	1	1	[0.000102252256, 0.9998977]
('”为表强调，她将身子紧靠在床侧下，就差没抱住床脚。', '”为表强调，她将身子紧靠在床侧下，就差抱住床脚。')	1	1	[0.00014139045, 0.9998586]
('”纪允斌飞快地吻住她即将说出口的话，任晴宇羞红着脸拼命在他身上捶打，台下的观众免费地观赏着这么激情浪漫的戏码，就差没有叫安可了！', '”纪允斌飞快地吻住她即将说出口的话，任晴宇羞红着脸拼命在他身上捶打，台下的观众免费地观赏着这么激情浪漫的戏码，就差有叫安可了！')	1	1	[0.00013092702, 0.9998691]
('——可惜那一张脸，在该长耳朵的地方没长耳朵，在该长鼻子的地方却是一个大洞，就差没在该有一双眼睛的地方剁下了一只。', '——可惜那一张脸，在该长耳朵的地方没长耳朵，在该长鼻子的地方却是一个大洞，就差在该有一双眼睛的地方剁下了一只。')	1	1	[0.00011745191, 0.9998826]
('一些厂长、经理自嘲：就差没办火葬场了。', '一些厂长、经理自嘲：就差办火葬场了。')	1	1	[0.00053578976, 0.9994642]
('光说大明寺，别人初一、十五求神拜佛，她就差没天天报到。', '光说大明寺，别人初一、十五求神拜佛，她就差天天报到。')	1	1	[0.0009121061, 0.9990879]
('上一页下一页第三章三个人来到膳房中，只见桌上早摆了几碗热腾腾的菜，有鱼有肉，以及三碗白米干饭，就差没有酒。', '上一页下一页第三章三个人来到膳房中，只见桌上早摆了几碗热腾腾的菜，有鱼有肉，以及三碗白米干饭，就差有酒。')	1	0	[0.8917105, 0.10828943]
('夏公又说：他马上就要出任国家副主席了，人代会正在开会，就差没有投票了。', '夏公又说：他马上就要出任国家副主席了，人代会正在开会，就差有投票了。')	1	1	[0.012473942, 0.98752606]
('党籍也挂起来了，就差没把我从劳动中开除了。', '党籍也挂起来了，就差把我从劳动中开除了。')	1	1	[0.00018246175, 0.99981755]
('小曲的家人对我很好，就差没加入一份子来劝我。', '小曲的家人对我很好，就差加入一份子来劝我。')	1	1	[0.001113146, 0.9988869]
('“都已经归顺我们，现在就差没把那些挡路的开帮元老除掉。', '“都已经归顺我们，现在就差把那些挡路的开帮元老除掉。')	1	1	[0.00040445855, 0.9995956]
('”南霁天柔情似水地轻握住她的手，夫妻俩两双含情脉脉的眼神交缠着，看得妍有些脸红，就差没蹲下捡掉了满地的鸡皮疙瘩。', '”南霁天柔情似水地轻握住她的手，夫妻俩两双含情脉脉的眼神交缠着，看得妍有些脸红，就差蹲下捡掉了满地的鸡皮疙瘩。')	1	1	[0.00012730522, 0.9998727]
('”“飞天鹞子”李长恨望了地上的沙成山一眼，道：“这小子口吐白沫，就差没有七孔流血！', '”“飞天鹞子”李长恨望了地上的沙成山一眼，道：“这小子口吐白沫，就差有七孔流血！')	1	1	[9.2938484e-05, 0.999907]
('’这些树，她不知爬上爬下几百次，就差没在上面刻名留念，而这死男人，只不过大小姐她今天不想爬罢了，所以找他帮忙摘一下垂在那儿的果子，他也是伸手就可及，又没要他费多少力，竟然当本姑娘在求他似的耍神气？', '’这些树，她不知爬上爬下几百次，就差在上面刻名留念，而这死男人，只不过大小姐她今天不想爬罢了，所以找他帮忙摘一下垂在那儿的果子，他也是伸手就可及，又没要他费多少力，竟然当本姑娘在求他似的耍神气？')	1	1	[0.0004489652, 0.999551]
('简直是篇“香妃入宫悲秋赋”，就差没有把香妃呼名道姓，直接说出来。', '简直是篇“香妃入宫悲秋赋”，就差有把香妃呼名道姓，直接说出来。')	1	1	[0.0002989555, 0.999701]
('我就差没得诺贝尔奖金了，还需要再沽的什么名？', '我就差得诺贝尔奖金了，还需要再沽的什么名？')	1	1	[0.14659247, 0.85340756]
('此时，我的曾外祖母已经去世，抛下我的四舅舅和母亲，轮流寄住亲戚家，就差没有去乞讨。', '此时，我的曾外祖母已经去世，抛下我的四舅舅和母亲，轮流寄住亲戚家，就差有去乞讨。')	1	1	[0.0005074416, 0.9994925]
('“咱们宝贝儿子替咱们定下的约会，”她斜睨着Ｍｉｃｋｅｙ“只要有人上门，他一律代为接受，就差没叫他们多找几位顾客来了。', '“咱们宝贝儿子替咱们定下的约会，”她斜睨着Ｍｉｃｋｅｙ“只要有人上门，他一律代为接受，就差叫他们多找几位顾客来了。')	1	1	[0.032312572, 0.96768737]
('”盈盈依旧缩在我身后，不肯让他碰，眼睛眨呀眨地就差没哭出来。', '”盈盈依旧缩在我身后，不肯让他碰，眼睛眨呀眨地就差哭出来。')	1	1	[7.014857e-05, 0.9999299]
('就差没死掉而已，你不用太高兴。', '就差死掉而已，你不用太高兴。')	1	1	[0.00011441942, 0.99988556]
('”“那些恐怖的画，她以为把颜料挤在一张画布上就是画，就差没与毕氏拜把子。', '”“那些恐怖的画，她以为把颜料挤在一张画布上就是画，就差与毕氏拜把子。')	1	1	[0.00044945744, 0.9995505]
('他就差没在这里洗脸刷牙淋浴。', '他就差在这里洗脸刷牙淋浴。')	1	1	[0.00013471604, 0.9998653]
('现在有不少服务行业就差没公开把‘妓院’这两个字挂在大门上了，其实干的还不是那么回事儿？', '现在有不少服务行业就差公开把‘妓院’这两个字挂在大门上了，其实干的还不是那么回事儿？')	1	1	[0.002214487, 0.99778545]
('儿子激动得伸长了脖子，眼睛睁得大大的，就差没发出声音来了。', '儿子激动得伸长了脖子，眼睛睁得大大的，就差发出声音来了。')	1	1	[0.000202439, 0.9997975]
('就差没有把地板掀开，把天花板拆下来。', '就差有把地板掀开，把天花板拆下来。')	1	1	[0.00013810901, 0.99986184]
('市纪委书记走了，走之前，他紧紧地握着雷环山的手，感激不已，就差没掉眼泪。', '市纪委书记走了，走之前，他紧紧地握着雷环山的手，感激不已，就差掉眼泪。')	1	1	[8.5898195e-05, 0.99991405]
('“就差没有脚踩莲花了！', '“就差有脚踩莲花了！')	1	1	[8.9246045e-05, 0.9999107]
('又不是她父亲病了，又不是她没钱花，她就差没有牺牲色相以祭爱情的神坛了，可她得到了什么？', '又不是她父亲病了，又不是她没钱花，她就差有牺牲色相以祭爱情的神坛了，可她得到了什么？')	1	1	[0.00014161323, 0.9998584]
('我高兴得就差没到街上裸奔庆祝你离开……”黎晓宁说话声音突然消音。', '我高兴得就差到街上裸奔庆祝你离开……”黎晓宁说话声音突然消音。')	1	1	[0.0002528857, 0.9997471]
('黄怨言也是全付披挂，一身劲装，只手合握两栖“锤角锤”，模样挺英武，有几分老当益壮的气势，只是神情不怎么好看，愁眉苦脸，怔怔忡忡的，就差没叹出一口气来。', '黄怨言也是全付披挂，一身劲装，只手合握两栖“锤角锤”，模样挺英武，有几分老当益壮的气势，只是神情不怎么好看，愁眉苦脸，怔怔忡忡的，就差叹出一口气来。')	1	1	[0.00021727534, 0.99978274]
('一碟花生米、一碟五香豆腐干、一碟小脆饼，就差没有一个酒壶和酒杯。', '一碟花生米、一碟五香豆腐干、一碟小脆饼，就差有一个酒壶和酒杯。')	1	0	[0.6084453, 0.39155477]
('很多影片就差没有安排画外音直接叫观众学习一个唾弃一个了。', '很多影片就差有安排画外音直接叫观众学习一个唾弃一个了。')	1	1	[0.00022996779, 0.99977]
('我那个呀，就差没有用头去撞墙了。', '我那个呀，就差有用头去撞墙了。')	1	1	[9.77897e-05, 0.99990225]
('领回钥匙那天，一个人关起门呆坐半天，堂堂七尺男儿，激动得就差没掉泪。', '领回钥匙那天，一个人关起门呆坐半天，堂堂七尺男儿，激动得就差掉泪。')	1	1	[7.445328e-05, 0.9999255]
('暑假回来，我见过他，喇叭裤、长头发、花衬衫，走起路来，肩膀一耸一耸，装出一副黑人的音乐节奏，就差没单手拍一记手心，嘴里嚷“嗨，人。', '暑假回来，我见过他，喇叭裤、长头发、花衬衫，走起路来，肩膀一耸一耸，装出一副黑人的音乐节奏，就差单手拍一记手心，嘴里嚷“嗨，人。')	1	1	[0.00020048222, 0.99979955]
('她立刻就跳了起来，脸上刷白刷白的，就差没叫出来了。', '她立刻就跳了起来，脸上刷白刷白的，就差叫出来了。')	1	1	[7.490685e-05, 0.99992514]
('“每个人都是愁眉苦脸兼恐惧害怕，就差没发抖叫救命，可只有我们这一桌是嘻嘻哈哈的，你们不怕人家怀疑吗？', '“每个人都是愁眉苦脸兼恐惧害怕，就差发抖叫救命，可只有我们这一桌是嘻嘻哈哈的，你们不怕人家怀疑吗？')	1	1	[0.00010336378, 0.99989665]
('才冲下楼梯一半的凡克骤然瞧见这令人伤心欲绝的一幕，双脚不由自主地踩下了煞车，同时猛然倒抽一口气，顿时满脸的伤心难过，就差没泪流满襟、哭天喊地了。', '才冲下楼梯一半的凡克骤然瞧见这令人伤心欲绝的一幕，双脚不由自主地踩下了煞车，同时猛然倒抽一口气，顿时满脸的伤心难过，就差泪流满襟、哭天喊地了。')	1	1	[8.630684e-05, 0.9999137]
('和电影里旧上海时的形象没有差别，连脸上的表情都看不出分别，就差没有吆喝“哈德门、老刀牌香烟”了。', '和电影里旧上海时的形象没有差别，连脸上的表情都看不出分别，就差有吆喝“哈德门、老刀牌香烟”了。')	1	1	[0.00023200872, 0.99976796]
('”他疼惜地紧拥着她，就差没将她嵌进胸口里去。', '”他疼惜地紧拥着她，就差将她嵌进胸口里去。')	1	1	[9.558038e-05, 0.9999044]
('腾龙居就差没被她翻过来，竟然一点踪影也没有？', '腾龙居就差被她翻过来，竟然一点踪影也没有？')	1	0	[0.9976649, 0.002335136]
('他妈把他衣服袜子都送到床头，就差没替他穿了，我怎么做得到?', '他妈把他衣服袜子都送到床头，就差替他穿了，我怎么做得到?')	1	1	[0.0023328974, 0.9976671]
('”一名伺候悦宁的婢女找到花苑来，一见着悦宁，就差没欢天喜地的放鞭炮！', '”一名伺候悦宁的婢女找到花苑来，一见着悦宁，就差欢天喜地的放鞭炮！')	1	1	[0.00014122808, 0.99985874]
('其他兄妹们直向她道喜，寒仲轩也颇安慰地微笑不已，一时之间，场面欢欣热络直逼过年气氛，就差没有放鞭炮互道恭禧了。', '其他兄妹们直向她道喜，寒仲轩也颇安慰地微笑不已，一时之间，场面欢欣热络直逼过年气氛，就差有放鞭炮互道恭禧了。')	1	1	[0.0001741731, 0.9998259]
('她把水罐放到路边，双手抱住膝盖，嘴一张一张的，就差没放开声哭了！', '她把水罐放到路边，双手抱住膝盖，嘴一张一张的，就差放开声哭了！')	1	1	[8.90062e-05, 0.99991095]
('我就差没得这种病了。', '我就差得这种病了。')	1	1	[0.00055982854, 0.99944013]
('”她允诺，脸上挂着一抹大大的灿烂笑容，就差没高声欢呼来表示他的英明。', '”她允诺，脸上挂着一抹大大的灿烂笑容，就差高声欢呼来表示他的英明。')	1	1	[0.0002251133, 0.9997749]
('”“没有，像是习惯成自然，似接收超级市场货物似，就差没签收。', '”“没有，像是习惯成自然，似接收超级市场货物似，就差签收。')	1	0	[0.9960443, 0.003955734]
('队员们都认真的记下了李玄讲的每一句话、每一个字，就差没有摄相机了，要不然一定把他所有的动作全拍下来。', '队员们都认真的记下了李玄讲的每一句话、每一个字，就差有摄相机了，要不然一定把他所有的动作全拍下来。')	1	1	[0.02165501, 0.97834504]
('为他开门，替他收拾屋子，就差没有替他做饭洗衣服了。', '为他开门，替他收拾屋子，就差有替他做饭洗衣服了。')	1	1	[0.012453037, 0.987547]
('君不见我那些能干的亲戚们，哪个不是走得远远的，就差没改名换姓呢，我是最没用的，不得不回来出丑。', '君不见我那些能干的亲戚们，哪个不是走得远远的，就差改名换姓呢，我是最没用的，不得不回来出丑。')	1	1	[0.00014306478, 0.99985695]
('“只要能在嘴奶奶二十多岁死了丈夫，粗纸也舍不得多花一张的，省吃省用养大了这么个好儿子，一个月倒也挣得二三十块钱种家养眷，奶奶这份儿老福真也不差什么咧——就差没尝过洋饽饽儿的味儿！', '“只要能在嘴奶奶二十多岁死了丈夫，粗纸也舍不得多花一张的，省吃省用养大了这么个好儿子，一个月倒也挣得二三十块钱种家养眷，奶奶这份儿老福真也不差什么咧——就差尝过洋饽饽儿的味儿！')	1	0	[0.93973684, 0.060263146]
('姑娘们哈哈大笑，簇拥着褚桂芳向外跑，对她佩服得五体投地，就差没有喊万岁。', '姑娘们哈哈大笑，簇拥着褚桂芳向外跑，对她佩服得五体投地，就差有喊万岁。')	1	1	[0.00012005998, 0.99987996]
('”他摸着右胁，又道：“上次你姓沙的在我这地方开了彩，就差没把管某开膛破肚！', '”他摸着右胁，又道：“上次你姓沙的在我这地方开了彩，就差把管某开膛破肚！')	1	1	[8.38304e-05, 0.9999162]
('她出生时宫家张灯结彩，足足热闹了半年多，就差没疏通朝廷的命官上一道奏摺给皇上，订定当天为“宫家润玉诞辰纪念日”之类的。', '她出生时宫家张灯结彩，足足热闹了半年多，就差疏通朝廷的命官上一道奏摺给皇上，订定当天为“宫家润玉诞辰纪念日”之类的。')	1	1	[0.000665247, 0.99933475]
('虽然雷老的神情，变得难看之极，怪眼圆睁，气息也粗了起来，就差没有须眉倒竖了，可是原振侠并不气馁。', '虽然雷老的神情，变得难看之极，怪眼圆睁，气息也粗了起来，就差有须眉倒竖了，可是原振侠并不气馁。')	1	1	[0.00013284467, 0.9998671]
('”他表面上很是大方，其实心痛不已，就差没流眼泪了。', '”他表面上很是大方，其实心痛不已，就差流眼泪了。')	1	1	[8.2752915e-05, 0.99991727]
('”就差没开记者招待会。', '”就差开记者招待会。')	1	1	[0.001604514, 0.9983955]
('吴名诗趁着韩若雨在听陆仁贾回答问题的同时，走到他面前，上上下下、前后左右，就差没脱衣检查地再审视了他一次；一边看还一边点头，嘴里不知在念些什么东西，那样子活像是在检查死猪肉般。', '吴名诗趁着韩若雨在听陆仁贾回答问题的同时，走到他面前，上上下下、前后左右，就差脱衣检查地再审视了他一次；一边看还一边点头，嘴里不知在念些什么东西，那样子活像是在检查死猪肉般。')	1	1	[0.00024222177, 0.9997578]
('第三个拽着细麻绳，第四个在前边两面推人。就差没吆喝“肃静”、“开道”了。几千口子中间留条过道。', '第三个拽着细麻绳，第四个在前边两面推人。就差吆喝“肃静”、“开道”了。几千口子中间留条过道。')	1	1	[0.00020920599, 0.99979085]
('”她挨近母亲身子，就差没钻进她身体里。', '”她挨近母亲身子，就差钻进她身体里。')	1	1	[9.482478e-05, 0.9999051]
('”那公子不死心地又靠上来，就差没流出口水来。', '”那公子不死心地又靠上来，就差流出口水来。')	1	1	[0.00017984527, 0.9998202]
('”中学生就差没兴奋的跳上天去。', '”中学生就差兴奋的跳上天去。')	1	1	[9.6888594e-05, 0.9999031]
('医生替我敷了药，啰嗦半晌，就差没把我送到警局去，我铁青着脸跟婀娜解释来龙去脉。', '医生替我敷了药，啰嗦半晌，就差把我送到警局去，我铁青着脸跟婀娜解释来龙去脉。')	1	1	[0.00123889, 0.9987612]
('更有人指责说，夏尔巴人为这些富有的顾客做好了一切，就差没有让他们坐在椅子上把他们抬上山了。', '更有人指责说，夏尔巴人为这些富有的顾客做好了一切，就差有让他们坐在椅子上把他们抬上山了。')	1	1	[0.00016027004, 0.99983966]
('”上官无忌就差没惊叫出声。', '”上官无忌就差惊叫出声。')	1	1	[7.274666e-05, 0.9999273]
('巧巧气得就差没有吐血而已，坐在椅子上，张着眼睛猛瞪人，所有站的、坐的无一能够幸免。', '巧巧气得就差有吐血而已，坐在椅子上，张着眼睛猛瞪人，所有站的、坐的无一能够幸免。')	1	1	[7.455311e-05, 0.9999255]
('她在衣橱里挑了半天，就差没钻进去。', '她在衣橱里挑了半天，就差钻进去。')	1	1	[8.431415e-05, 0.9999157]
('”痴武就差没扑上去抱住他了。', '”痴武就差扑上去抱住他了。')	1	1	[0.00014246948, 0.99985754]
('简福晋沈默下来，似乎在考虑……抄家当时，简福晋匆匆忙忙地逃出来，连细软都来不及收拾，何况那伙人是去抄家的，也不允许她私下收拾，就差没让她当众脱了衣服检查，是不是挟带了金银财宝出府！', '简福晋沈默下来，似乎在考虑……抄家当时，简福晋匆匆忙忙地逃出来，连细软都来不及收拾，何况那伙人是去抄家的，也不允许她私下收拾，就差让她当众脱了衣服检查，是不是挟带了金银财宝出府！')	1	1	[0.00041657747, 0.9995834]
('就差没有修停机坪和码头了，但他会的，很快就会的，你看吧，没有比小林更会折腾的了！', '就差有修停机坪和码头了，但他会的，很快就会的，你看吧，没有比小林更会折腾的了！')	1	1	[0.01932233, 0.98067766]
('这时候他的腰也直了，眼睛也亮了，说话的声音也响了，与年青的时候相比，就差没有那一缕长发甩向脑后。', '这时候他的腰也直了，眼睛也亮了，说话的声音也响了，与年青的时候相比，就差有那一缕长发甩向脑后。')	1	1	[0.00013574556, 0.9998642]
('”说话的是留缘老板，一个中年偏胖的迟暮美女，她正一边手拭因激动流下的泪水，一边指着朝晖说：“这位先生昨天找上门来，要包留缘一天，我本来不答应，但这位先生一片诚意，说了一大车好话，就差没有跪下相求了，后来，他说他深深爱上了一位小姐，我才心软，今天天还没亮，我们大家都感动了，自发的去帮他。', '”说话的是留缘老板，一个中年偏胖的迟暮美女，她正一边手拭因激动流下的泪水，一边指着朝晖说：“这位先生昨天找上门来，要包留缘一天，我本来不答应，但这位先生一片诚意，说了一大车好话，就差有跪下相求了，后来，他说他深深爱上了一位小姐，我才心软，今天天还没亮，我们大家都感动了，自发的去帮他。')	1	1	[0.00032566706, 0.9996743]
('这大概是她膝下无儿无女的缘故吧，就差没把那些畜牲抱到床上来与自己共枕同眠。', '这大概是她膝下无儿无女的缘故吧，就差把那些畜牲抱到床上来与自己共枕同眠。')	1	1	[0.00029899515, 0.999701]
('方才见紫秋茹是刻意妆扮过了，硬是美赛新嫁娘，就差没穿上大红衣服。', '方才见紫秋茹是刻意妆扮过了，硬是美赛新嫁娘，就差穿上大红衣服。')	1	1	[0.002705865, 0.9972941]
('“当我看到老婆在4号油库上，目光呆滞地看着海面时，我就差没掉眼泪了。', '“当我看到老婆在4号油库上，目光呆滞地看着海面时，我就差掉眼泪了。')	1	1	[7.8153724e-05, 0.9999218]
('就差没小鹿班比来向你问好呢。', '就差小鹿班比来向你问好呢。')	1	1	[0.0019304879, 0.9980696]
('”凝蓝芳心一沉，眼珠转了转就差没掉下泪来。', '”凝蓝芳心一沉，眼珠转了转就差掉下泪来。')	1	1	[7.110987e-05, 0.99992883]
('程少筠就差没有翻白眼。', '程少筠就差有翻白眼。')	1	1	[0.000118558135, 0.9998814]
('这简直就是名副其实的巫婆笑声，她俩就差没带着扫把。', '这简直就是名副其实的巫婆笑声，她俩就差带着扫把。')	1	1	[0.00038983164, 0.99961025]
('司机走远后，赵芸大大的吐了一口气，就差没大声欢呼了。', '司机走远后，赵芸大大的吐了一口气，就差大声欢呼了。')	1	1	[0.00019411874, 0.99980587]
('你哥说东她不敢朝西，你哥说鸡蛋是方的她就不敢说是圆的！”就差没直接说出让他把小西休了。', '你哥说东她不敢朝西，你哥说鸡蛋是方的她就不敢说是圆的！”就差直接说出让他把小西休了。')	1	1	[0.00021857148, 0.9997814]
('”说着，他一掌往秦子梦颈上狠狠一击，就差没要了他的命，霎时秦子梦倦困得归归，“咱们今夜就离开庄子，启程回京去。', '”说着，他一掌往秦子梦颈上狠狠一击，就差要了他的命，霎时秦子梦倦困得归归，“咱们今夜就离开庄子，启程回京去。')	1	0	[0.9940995, 0.0059005204]
('谕旨颁布后的这天晚上，襄王府上上下下无不开心至极，每个人都高兴送走了端敏公主这个折磨人的瘟神，就差没放鞭炮大肆庆祝一番了。', '谕旨颁布后的这天晚上，襄王府上上下下无不开心至极，每个人都高兴送走了端敏公主这个折磨人的瘟神，就差放鞭炮大肆庆祝一番了。')	1	1	[0.00015481014, 0.99984515]
('最后，车夫见她急得就差没磕头下跪，才勉强答应送她回府在收钱。', '最后，车夫见她急得就差磕头下跪，才勉强答应送她回府在收钱。')	1	1	[8.241114e-05, 0.9999176]
('那语气很冷淡，就差没说以后连我也不可能认识了。', '那语气很冷淡，就差说以后连我也不可能认识了。')	1	0	[0.99792284, 0.0020772063]
('”“你们瞧见没，那些个准备上擂台争战的候选人，看到龙家大小姐的仙容后，个个色性大发，就差没当场流口水，有趣“没错！', '”“你们瞧见没，那些个准备上擂台争战的候选人，看到龙家大小姐的仙容后，个个色性大发，就差当场流口水，有趣“没错！')	1	1	[0.00017184332, 0.9998281]
('”她咬牙切齿的扑向前，就差没有张牙舞爪。', '”她咬牙切齿的扑向前，就差有张牙舞爪。')	1	1	[0.000103418584, 0.9998965]
('工人捧出菜肉云吞，嘉扬又笑说：“意大利的马可勃罗把华人的\ue1d1食带返祖家：比萨是烧饼，诺其是猫耳朵，史毕其蒂是细\ue1d1，列维奥利是云吞……真亏他们，就差没粢饭油条。', '工人捧出菜肉云吞，嘉扬又笑说：“意大利的马可勃罗把华人的\ue1d1食带返祖家：比萨是烧饼，诺其是猫耳朵，史毕其蒂是细\ue1d1，列维奥利是云吞……真亏他们，就差粢饭油条。')	1	1	[0.00033274002, 0.9996673]
('她就差没说“他会德语”了。', '她就差说“他会德语”了。')	1	1	[0.009507378, 0.99049264]
